chrBase	chr	base	strand	coverage	freqC	freqT
chr21.42540404	chr21	42540404	R	13	0.00	100.00
chr21.42540406	chr21	42540406	R	11	72.73	27.27
chr21.42540410	chr21	42540410	R	11	0.00	100.00
chr21.42540413	chr21	42540413	R	14	0.00	100.00
chr21.42540459	chr21	42540459	R	14	0.00	100.00
chr21.42540461	chr21	42540461	R	14	0.00	100.00
chr21.42540485	chr21	42540485	R	14	0.00	100.00
chr21.42540496	chr21	42540496	R	15	0.00	100.00
chr21.42540515	chr21	42540515	R	15	0.00	100.00
chr21.42540577	chr21	42540577	R	10	0.00	100.00
chr21.42540590	chr21	42540590	R	10	60.00	40.00
chr21.42540654	chr21	42540654	R	12	0.00	100.00
chr21.42540661	chr21	42540661	R	13	0.00	100.00
chr21.42540667	chr21	42540667	R	14	0.00	100.00
chr21.42540671	chr21	42540671	R	14	0.00	100.00
chr21.42540682	chr21	42540682	R	13	0.00	100.00
chr21.42540684	chr21	42540684	R	14	0.00	100.00
chr21.42540691	chr21	42540691	R	13	0.00	100.00
chr21.42540701	chr21	42540701	R	13	0.00	100.00
chr21.42540705	chr21	42540705	R	13	0.00	100.00
chr21.42540974	chr21	42540974	F	39	0.00	100.00
chr21.42540987	chr21	42540987	F	37	0.00	100.00
chr21.42541037	chr21	42541037	F	21	0.00	100.00
chr21.42541144	chr21	42541144	F	10	0.00	100.00
chr21.42541162	chr21	42541162	F	11	0.00	100.00
chr21.42541167	chr21	42541167	F	12	0.00	100.00
chr21.42541180	chr21	42541180	F	12	100.00	0.00
chr21.42541182	chr21	42541182	F	11	54.55	45.45
chr21.42540975	chr21	42540975	R	20	0.00	100.00
chr21.42540988	chr21	42540988	R	41	0.00	100.00
chr21.42541038	chr21	42541038	R	40	0.00	100.00
chr21.42541142	chr21	42541142	R	11	0.00	100.00
chr21.42541145	chr21	42541145	R	17	58.82	41.18
chr21.42541163	chr21	42541163	R	18	0.00	100.00
chr21.42541168	chr21	42541168	R	19	0.00	100.00
chr21.42541181	chr21	42541181	R	19	0.00	100.00
chr21.42541183	chr21	42541183	R	20	50.00	50.00
chr21.42541217	chr21	42541217	R	18	66.67	33.33
chr21.42551850	chr21	42551850	F	72	0.00	100.00
chr21.42551922	chr21	42551922	F	71	0.00	100.00
chr21.42551926	chr21	42551926	F	34	0.00	100.00
chr21.42551851	chr21	42551851	R	25	0.00	100.00
chr21.42551923	chr21	42551923	R	50	0.00	100.00
chr21.42551927	chr21	42551927	R	52	0.00	100.00
chr21.42565098	chr21	42565098	F	22	81.82	18.18
chr21.42565148	chr21	42565148	F	10	0.00	100.00
chr21.42565099	chr21	42565099	R	12	0.00	100.00
chr21.42565149	chr21	42565149	R	23	0.00	100.00
chr21.42571198	chr21	42571198	F	10	0.00	100.00
chr21.42571228	chr21	42571228	F	12	0.00	100.00
chr21.42571327	chr21	42571327	F	10	0.00	100.00
chr21.42576069	chr21	42576069	R	10	0.00	100.00
chr21.42576105	chr21	42576105	R	10	0.00	100.00
chr21.42585625	chr21	42585625	F	28	0.00	100.00
chr21.42585655	chr21	42585655	F	52	0.00	100.00
chr21.42585657	chr21	42585657	F	57	0.00	100.00
chr21.42585687	chr21	42585687	F	59	47.46	52.54
chr21.42585695	chr21	42585695	F	56	0.00	100.00
chr21.42585656	chr21	42585656	R	46	86.96	13.04
chr21.42585658	chr21	42585658	R	50	0.00	100.00
chr21.42585688	chr21	42585688	R	53	0.00	100.00
chr21.42585696	chr21	42585696	R	51	0.00	100.00
chr21.42585738	chr21	42585738	R	27	0.00	100.00
chr21.42588538	chr21	42588538	F	14	0.00	100.00
chr21.42588563	chr21	42588563	F	14	0.00	100.00
chr21.42588598	chr21	42588598	F	12	0.00	100.00
chr21.42588679	chr21	42588679	F	12	0.00	100.00
chr21.42588685	chr21	42588685	F	13	0.00	100.00
chr21.42588694	chr21	42588694	F	14	0.00	100.00
chr21.42588696	chr21	42588696	F	14	0.00	100.00
chr21.42588700	chr21	42588700	F	14	0.00	100.00
chr21.42588704	chr21	42588704	F	14	0.00	100.00
chr21.42588564	chr21	42588564	R	12	0.00	100.00
chr21.42588599	chr21	42588599	R	11	0.00	100.00
chr21.42588680	chr21	42588680	R	13	0.00	100.00
chr21.42588686	chr21	42588686	R	12	0.00	100.00
chr21.42588695	chr21	42588695	R	13	0.00	100.00
chr21.42588697	chr21	42588697	R	12	0.00	100.00
chr21.42588701	chr21	42588701	R	13	7.69	92.31
chr21.42588705	chr21	42588705	R	13	0.00	100.00
chr21.42588720	chr21	42588720	R	13	0.00	100.00
chr21.42589693	chr21	42589693	R	15	0.00	100.00
chr21.42591751	chr21	42591751	F	12	8.33	91.67
chr21.42591765	chr21	42591765	F	12	58.33	41.67
chr21.42591793	chr21	42591793	F	11	0.00	100.00
chr21.42591797	chr21	42591797	F	12	0.00	100.00
chr21.42591805	chr21	42591805	F	12	50.00	50.00
chr21.42591821	chr21	42591821	F	11	0.00	100.00
chr21.42591869	chr21	42591869	F	11	0.00	100.00
chr21.42591930	chr21	42591930	F	12	0.00	100.00
chr21.42591766	chr21	42591766	R	18	5.56	94.44
chr21.42591794	chr21	42591794	R	18	5.56	94.44
chr21.42591798	chr21	42591798	R	18	0.00	100.00
chr21.42591806	chr21	42591806	R	19	42.11	57.89
chr21.42591822	chr21	42591822	R	17	0.00	100.00
chr21.42591870	chr21	42591870	R	16	6.25	93.75
chr21.42591931	chr21	42591931	R	19	0.00	100.00
chr21.42591938	chr21	42591938	R	18	0.00	100.00
chr21.42594716	chr21	42594716	F	15	46.67	53.33
chr21.42594748	chr21	42594748	F	16	0.00	100.00
chr21.42594749	chr21	42594749	R	14	0.00	100.00
chr21.42594809	chr21	42594809	R	11	0.00	100.00
chr21.42595749	chr21	42595749	F	11	0.00	100.00
chr21.42595755	chr21	42595755	F	11	0.00	100.00
chr21.42595775	chr21	42595775	F	19	0.00	100.00
chr21.42595785	chr21	42595785	F	21	0.00	100.00
chr21.42595871	chr21	42595871	F	21	0.00	100.00
chr21.42595912	chr21	42595912	F	23	0.00	100.00
chr21.42595756	chr21	42595756	R	12	0.00	100.00
chr21.42595776	chr21	42595776	R	17	0.00	100.00
chr21.42595786	chr21	42595786	R	23	65.22	34.78
chr21.42595872	chr21	42595872	R	18	0.00	100.00
chr21.42595913	chr21	42595913	R	18	0.00	100.00
chr21.42595968	chr21	42595968	R	15	6.67	93.33
chr21.42608700	chr21	42608700	R	17	58.82	41.18
chr21.42608737	chr21	42608737	R	18	0.00	100.00
chr21.42614392	chr21	42614392	F	12	0.00	100.00
chr21.42614403	chr21	42614403	F	24	70.83	29.17
chr21.42614404	chr21	42614404	R	33	0.00	100.00
chr21.42614496	chr21	42614496	R	14	0.00	100.00
chr21.42621725	chr21	42621725	F	26	88.46	11.54
chr21.42621748	chr21	42621748	F	43	39.53	60.47
chr21.42621778	chr21	42621778	F	52	80.77	19.23
chr21.42621749	chr21	42621749	R	39	0.00	100.00
chr21.42621779	chr21	42621779	R	40	0.00	100.00
chr21.42621833	chr21	42621833	R	23	0.00	100.00
chr21.42646533	chr21	42646533	F	64	82.81	17.19
chr21.42646602	chr21	42646602	F	35	0.00	100.00
chr21.42646534	chr21	42646534	R	29	0.00	100.00
chr21.42646603	chr21	42646603	R	60	83.33	16.67
chr21.42647540	chr21	42647540	F	10	60.00	40.00
chr21.42647387	chr21	42647387	R	18	55.56	44.44
chr21.42647416	chr21	42647416	R	16	0.00	100.00
chr21.42647426	chr21	42647426	R	13	0.00	100.00
chr21.42675724	chr21	42675724	F	42	0.00	100.00
chr21.42675733	chr21	42675733	F	43	51.16	48.84
chr21.42675735	chr21	42675735	F	43	0.00	100.00
chr21.42675753	chr21	42675753	F	78	0.00	100.00
chr21.42675781	chr21	42675781	F	80	72.50	27.50
chr21.42675734	chr21	42675734	R	44	68.18	31.82
chr21.42675736	chr21	42675736	R	47	0.00	100.00
chr21.42675754	chr21	42675754	R	85	72.94	27.06
chr21.42675782	chr21	42675782	R	84	0.00	100.00
chr21.42675836	chr21	42675836	R	47	0.00	100.00
chr21.42688592	chr21	42688592	F	12	66.67	33.33
chr21.42688605	chr21	42688605	F	12	0.00	100.00
chr21.42688607	chr21	42688607	F	12	66.67	33.33
chr21.42688618	chr21	42688618	F	12	0.00	100.00
chr21.42688624	chr21	42688624	F	12	0.00	100.00
chr21.42688628	chr21	42688628	F	12	33.33	66.67
chr21.42688633	chr21	42688633	F	12	50.00	50.00
chr21.42688635	chr21	42688635	F	12	0.00	100.00
chr21.42688606	chr21	42688606	R	11	63.64	36.36
chr21.42688608	chr21	42688608	R	11	54.55	45.45
chr21.42688619	chr21	42688619	R	11	0.00	100.00
chr21.42688625	chr21	42688625	R	12	50.00	50.00
chr21.42688629	chr21	42688629	R	12	50.00	50.00
chr21.42688634	chr21	42688634	R	12	16.67	83.33
chr21.42688636	chr21	42688636	R	11	63.64	36.36
chr21.42688645	chr21	42688645	R	12	0.00	100.00
chr21.42693687	chr21	42693687	F	44	59.09	40.91
chr21.42693699	chr21	42693699	F	44	61.36	38.64
chr21.42693711	chr21	42693711	F	53	83.02	16.98
chr21.42693777	chr21	42693777	F	22	0.00	100.00
chr21.42693688	chr21	42693688	R	22	0.00	100.00
chr21.42693700	chr21	42693700	R	47	53.19	46.81
chr21.42693712	chr21	42693712	R	50	52.00	48.00
chr21.42693778	chr21	42693778	R	46	43.48	56.52
chr21.42721842	chr21	42721842	F	32	68.75	31.25
chr21.42721856	chr21	42721856	F	32	93.75	6.25
chr21.42721927	chr21	42721927	F	30	0.00	100.00
chr21.42722029	chr21	42722029	F	23	56.52	43.48
chr21.42722038	chr21	42722038	F	24	0.00	100.00
chr21.42722057	chr21	42722057	F	24	0.00	100.00
chr21.42722065	chr21	42722065	F	22	45.45	54.55
chr21.42722068	chr21	42722068	F	26	69.23	30.77
chr21.42722089	chr21	42722089	F	46	71.74	28.26
chr21.42721825	chr21	42721825	R	10	0.00	100.00
chr21.42721857	chr21	42721857	R	38	0.00	100.00
chr21.42721928	chr21	42721928	R	40	75.00	25.00
chr21.42722030	chr21	42722030	R	40	0.00	100.00
chr21.42722039	chr21	42722039	R	24	54.17	45.83
chr21.42722058	chr21	42722058	R	26	69.23	30.77
chr21.42722066	chr21	42722066	R	25	0.00	100.00
chr21.42722069	chr21	42722069	R	28	32.14	67.86
chr21.42722090	chr21	42722090	R	53	0.00	100.00
chr21.42722167	chr21	42722167	R	27	0.00	100.00
chr21.42722738	chr21	42722738	F	11	27.27	72.73
chr21.42722862	chr21	42722862	F	11	0.00	100.00
chr21.42731227	chr21	42731227	F	16	0.00	100.00
chr21.42731257	chr21	42731257	F	30	0.00	100.00
chr21.42731317	chr21	42731317	F	30	50.00	50.00
chr21.42731321	chr21	42731321	F	28	60.71	39.29
chr21.42731258	chr21	42731258	R	22	0.00	100.00
chr21.42731318	chr21	42731318	R	25	0.00	100.00
chr21.42731322	chr21	42731322	R	20	55.00	45.00
chr21.42731328	chr21	42731328	R	12	0.00	100.00
chr21.42732590	chr21	42732590	F	18	77.78	22.22
chr21.42732636	chr21	42732636	F	10	20.00	80.00
chr21.42732591	chr21	42732591	R	14	0.00	100.00
chr21.42732637	chr21	42732637	R	24	58.33	41.67
chr21.42733043	chr21	42733043	F	46	65.22	34.78
chr21.42733153	chr21	42733153	F	42	0.00	100.00
chr21.42733154	chr21	42733154	R	44	81.82	18.18
chr21.42733235	chr21	42733235	R	47	0.00	100.00
chr21.42735562	chr21	42735562	F	11	100.00	0.00
chr21.42735622	chr21	42735622	F	40	0.00	100.00
chr21.42735634	chr21	42735634	F	47	48.94	51.06
chr21.42735669	chr21	42735669	F	46	0.00	100.00
chr21.42735680	chr21	42735680	F	46	78.26	21.74
chr21.42735702	chr21	42735702	F	42	66.67	33.33
chr21.42735718	chr21	42735718	F	15	0.00	100.00
chr21.42735563	chr21	42735563	R	16	0.00	100.00
chr21.42735623	chr21	42735623	R	24	25.00	75.00
chr21.42735635	chr21	42735635	R	38	0.00	100.00
chr21.42735670	chr21	42735670	R	37	0.00	100.00
chr21.42735681	chr21	42735681	R	45	0.00	100.00
chr21.42735703	chr21	42735703	R	44	52.27	47.73
chr21.42735719	chr21	42735719	R	34	0.00	100.00
chr21.42746164	chr21	42746164	F	72	0.00	100.00
chr21.42746193	chr21	42746193	F	73	64.38	35.62
chr21.42746231	chr21	42746231	F	49	18.37	81.63
chr21.42746317	chr21	42746317	F	26	73.08	26.92
chr21.42746320	chr21	42746320	F	26	50.00	50.00
chr21.42746165	chr21	42746165	R	36	2.78	97.22
chr21.42746194	chr21	42746194	R	83	97.59	2.41
chr21.42746232	chr21	42746232	R	85	62.35	37.65
chr21.42746318	chr21	42746318	R	35	77.14	22.86
chr21.42746321	chr21	42746321	R	38	57.89	42.11
chr21.42746364	chr21	42746364	R	20	0.00	100.00
chr21.42747861	chr21	42747861	F	16	75.00	25.00
chr21.42748037	chr21	42748037	R	16	81.25	18.75
chr21.42750865	chr21	42750865	F	116	47.41	52.59
chr21.42750929	chr21	42750929	F	61	0.00	100.00
chr21.42750866	chr21	42750866	R	46	0.00	100.00
chr21.42750930	chr21	42750930	R	92	0.00	100.00
chr21.42751401	chr21	42751401	F	18	72.22	27.78
chr21.42751490	chr21	42751490	F	32	84.38	15.62
chr21.42751529	chr21	42751529	F	11	45.45	54.55
chr21.42751588	chr21	42751588	F	12	0.00	100.00
chr21.42751491	chr21	42751491	R	10	70.00	30.00
chr21.42751530	chr21	42751530	R	12	25.00	75.00
chr21.42751589	chr21	42751589	R	14	0.00	100.00
chr21.42751609	chr21	42751609	R	13	0.00	100.00
chr21.42754363	chr21	42754363	F	16	87.50	12.50
chr21.42754364	chr21	42754364	R	10	0.00	100.00
chr21.42754441	chr21	42754441	R	19	0.00	100.00
chr21.42759132	chr21	42759132	F	14	0.00	100.00
chr21.42759270	chr21	42759270	F	14	71.43	28.57
chr21.42759317	chr21	42759317	F	14	0.00	100.00
chr21.42759330	chr21	42759330	F	14	71.43	28.57
chr21.42759318	chr21	42759318	R	13	0.00	100.00
chr21.42759331	chr21	42759331	R	13	0.00	100.00
chr21.42759345	chr21	42759345	R	12	0.00	100.00
chr21.42760649	chr21	42760649	F	16	81.25	18.75
chr21.42760712	chr21	42760712	F	17	52.94	47.06
chr21.42760713	chr21	42760713	R	16	75.00	25.00
chr21.42760830	chr21	42760830	R	17	58.82	41.18
chr21.42762610	chr21	42762610	F	12	0.00	100.00
chr21.42762629	chr21	42762629	F	12	66.67	33.33
chr21.42762654	chr21	42762654	F	17	0.00	100.00
chr21.42762660	chr21	42762660	F	11	0.00	100.00
chr21.42762703	chr21	42762703	F	12	66.67	33.33
chr21.42762707	chr21	42762707	F	12	0.00	100.00
chr21.42762714	chr21	42762714	F	12	0.00	100.00
chr21.42762611	chr21	42762611	R	11	0.00	100.00
chr21.42762630	chr21	42762630	R	20	0.00	100.00
chr21.42762655	chr21	42762655	R	24	37.50	62.50
chr21.42762661	chr21	42762661	R	13	0.00	100.00
chr21.42762704	chr21	42762704	R	13	69.23	30.77
chr21.42762708	chr21	42762708	R	14	42.86	57.14
chr21.42762715	chr21	42762715	R	13	69.23	30.77
chr21.42762749	chr21	42762749	R	13	53.85	46.15
chr21.42762760	chr21	42762760	R	15	80.00	20.00
chr21.42762790	chr21	42762790	R	24	83.33	16.67
chr21.42762850	chr21	42762850	R	13	0.00	100.00
chr21.42762858	chr21	42762858	R	12	0.00	100.00
chr21.42768609	chr21	42768609	F	22	68.18	31.82
chr21.42768827	chr21	42768827	R	24	95.83	4.17
chr21.42775934	chr21	42775934	F	10	0.00	100.00
chr21.42791430	chr21	42791430	F	11	63.64	36.36
chr21.42791436	chr21	42791436	F	11	54.55	45.45
chr21.42791474	chr21	42791474	F	20	65.00	35.00
chr21.42791479	chr21	42791479	F	19	0.00	100.00
chr21.42791437	chr21	42791437	R	13	53.85	46.15
chr21.42791475	chr21	42791475	R	23	0.00	100.00
chr21.42791480	chr21	42791480	R	23	56.52	43.48
chr21.42791566	chr21	42791566	R	13	38.46	61.54
chr21.42792265	chr21	42792265	F	95	75.79	24.21
chr21.42792294	chr21	42792294	F	101	68.32	31.68
chr21.42792297	chr21	42792297	F	102	80.39	19.61
chr21.42792302	chr21	42792302	F	100	0.00	100.00
chr21.42792304	chr21	42792304	F	93	75.27	24.73
chr21.42792312	chr21	42792312	F	102	62.75	37.25
chr21.42792320	chr21	42792320	F	52	0.00	100.00
chr21.42792425	chr21	42792425	F	12	0.00	100.00
chr21.42792516	chr21	42792516	F	23	0.00	100.00
chr21.42792525	chr21	42792525	F	23	0.00	100.00
chr21.42792527	chr21	42792527	F	24	62.50	37.50
chr21.42792536	chr21	42792536	F	25	0.00	100.00
chr21.42792543	chr21	42792543	F	26	0.00	100.00
chr21.42792581	chr21	42792581	F	26	69.23	30.77
chr21.42792601	chr21	42792601	F	12	0.00	100.00
chr21.42792651	chr21	42792651	F	156	1.28	98.72
chr21.42792667	chr21	42792667	F	159	58.49	41.51
chr21.42792677	chr21	42792677	F	161	1.24	98.76
chr21.42792694	chr21	42792694	F	80	0.00	100.00
chr21.42792266	chr21	42792266	R	36	2.78	97.22
chr21.42792295	chr21	42792295	R	69	0.00	100.00
chr21.42792298	chr21	42792298	R	69	49.28	50.72
chr21.42792303	chr21	42792303	R	69	0.00	100.00
chr21.42792305	chr21	42792305	R	68	41.18	58.82
chr21.42792313	chr21	42792313	R	68	61.76	38.24
chr21.42792321	chr21	42792321	R	69	56.52	43.48
chr21.42792426	chr21	42792426	R	11	0.00	100.00
chr21.42792517	chr21	42792517	R	20	30.00	70.00
chr21.42792526	chr21	42792526	R	26	76.92	23.08
chr21.42792528	chr21	42792528	R	26	61.54	38.46
chr21.42792537	chr21	42792537	R	24	75.00	25.00
chr21.42792544	chr21	42792544	R	26	0.00	100.00
chr21.42792582	chr21	42792582	R	26	61.54	38.46
chr21.42792602	chr21	42792602	R	28	0.00	100.00
chr21.42792652	chr21	42792652	R	97	1.03	98.97
chr21.42792668	chr21	42792668	R	196	46.43	53.57
chr21.42792678	chr21	42792678	R	195	69.74	30.26
chr21.42792695	chr21	42792695	R	197	0.51	99.49
chr21.42797918	chr21	42797918	F	13	0.00	100.00
chr21.42797939	chr21	42797939	F	12	0.00	100.00
chr21.42797953	chr21	42797953	F	12	66.67	33.33
chr21.42797981	chr21	42797981	F	23	43.48	56.52
chr21.42797987	chr21	42797987	F	21	4.76	95.24
chr21.42797997	chr21	42797997	F	20	35.00	65.00
chr21.42798004	chr21	42798004	F	22	9.09	90.91
chr21.42798006	chr21	42798006	F	22	81.82	18.18
chr21.42798014	chr21	42798014	F	21	0.00	100.00
chr21.42798016	chr21	42798016	F	14	78.57	21.43
chr21.42798036	chr21	42798036	F	12	8.33	91.67
chr21.42798056	chr21	42798056	F	12	75.00	25.00
chr21.42798064	chr21	42798064	F	12	41.67	58.33
chr21.42797940	chr21	42797940	R	13	46.15	53.85
chr21.42797954	chr21	42797954	R	11	72.73	27.27
chr21.42797982	chr21	42797982	R	21	71.43	28.57
chr21.42797988	chr21	42797988	R	24	75.00	25.00
chr21.42797998	chr21	42797998	R	25	0.00	100.00
chr21.42798005	chr21	42798005	R	23	52.17	47.83
chr21.42798007	chr21	42798007	R	22	0.00	100.00
chr21.42798015	chr21	42798015	R	19	0.00	100.00
chr21.42798017	chr21	42798017	R	20	0.00	100.00
chr21.42798037	chr21	42798037	R	13	69.23	30.77
chr21.42798057	chr21	42798057	R	12	41.67	58.33
chr21.42798065	chr21	42798065	R	13	0.00	100.00
chr21.42798069	chr21	42798069	R	12	58.33	41.67
chr21.42798189	chr21	42798189	F	55	0.00	100.00
chr21.42798199	chr21	42798199	F	65	84.62	15.38
chr21.42798214	chr21	42798214	F	69	2.90	97.10
chr21.42798225	chr21	42798225	F	70	0.00	100.00
chr21.42798227	chr21	42798227	F	60	0.00	100.00
chr21.42798236	chr21	42798236	F	69	0.00	100.00
chr21.42798238	chr21	42798238	F	65	0.00	100.00
chr21.42798259	chr21	42798259	F	64	0.00	100.00
chr21.42798262	chr21	42798262	F	61	0.00	100.00
chr21.42798266	chr21	42798266	F	69	0.00	100.00
chr21.42798271	chr21	42798271	F	68	0.00	100.00
chr21.42798281	chr21	42798281	F	63	0.00	100.00
chr21.42798200	chr21	42798200	R	77	0.00	100.00
chr21.42798215	chr21	42798215	R	75	0.00	100.00
chr21.42798226	chr21	42798226	R	75	0.00	100.00
chr21.42798228	chr21	42798228	R	75	0.00	100.00
chr21.42798237	chr21	42798237	R	74	2.70	97.30
chr21.42798239	chr21	42798239	R	77	0.00	100.00
chr21.42798260	chr21	42798260	R	78	0.00	100.00
chr21.42798263	chr21	42798263	R	72	0.00	100.00
chr21.42798267	chr21	42798267	R	76	0.00	100.00
chr21.42798272	chr21	42798272	R	67	0.00	100.00
chr21.42798282	chr21	42798282	R	73	0.00	100.00
chr21.42798287	chr21	42798287	R	59	0.00	100.00
chr21.42798813	chr21	42798813	F	77	0.00	100.00
chr21.42798816	chr21	42798816	F	80	0.00	100.00
chr21.42798818	chr21	42798818	F	77	0.00	100.00
chr21.42798829	chr21	42798829	F	76	0.00	100.00
chr21.42798837	chr21	42798837	F	77	2.60	97.40
chr21.42798847	chr21	42798847	F	77	0.00	100.00
chr21.42798857	chr21	42798857	F	36	0.00	100.00
chr21.42798924	chr21	42798924	F	10	80.00	20.00
chr21.42798943	chr21	42798943	F	10	40.00	60.00
chr21.42799029	chr21	42799029	F	10	0.00	100.00
chr21.42799066	chr21	42799066	F	10	0.00	100.00
chr21.42799068	chr21	42799068	F	10	0.00	100.00
chr21.42799086	chr21	42799086	F	46	0.00	100.00
chr21.42799141	chr21	42799141	F	45	0.00	100.00
chr21.42799150	chr21	42799150	F	23	0.00	100.00
chr21.42798814	chr21	42798814	R	43	0.00	100.00
chr21.42798817	chr21	42798817	R	87	0.00	100.00
chr21.42798819	chr21	42798819	R	88	0.00	100.00
chr21.42798830	chr21	42798830	R	88	0.00	100.00
chr21.42798838	chr21	42798838	R	88	1.14	98.86
chr21.42798848	chr21	42798848	R	87	0.00	100.00
chr21.42798858	chr21	42798858	R	85	0.00	100.00
chr21.42798944	chr21	42798944	R	11	0.00	100.00
chr21.42798980	chr21	42798980	R	10	90.00	10.00
chr21.42799030	chr21	42799030	R	11	63.64	36.36
chr21.42799067	chr21	42799067	R	12	0.00	100.00
chr21.42799069	chr21	42799069	R	12	0.00	100.00
chr21.42799087	chr21	42799087	R	37	0.00	100.00
chr21.42799142	chr21	42799142	R	50	0.00	100.00
chr21.42799151	chr21	42799151	R	50	0.00	100.00
chr21.42801063	chr21	42801063	F	16	75.00	25.00
chr21.42801138	chr21	42801138	R	15	26.67	73.33
chr21.42801759	chr21	42801759	F	14	57.14	42.86
chr21.42801791	chr21	42801791	F	13	0.00	100.00
chr21.42801820	chr21	42801820	F	21	47.62	52.38
chr21.42801882	chr21	42801882	F	14	35.71	64.29
chr21.42801792	chr21	42801792	R	13	53.85	46.15
chr21.42801821	chr21	42801821	R	26	57.69	42.31
chr21.42801883	chr21	42801883	R	16	31.25	68.75
chr21.42801918	chr21	42801918	R	16	37.50	62.50
chr21.42811637	chr21	42811637	F	18	77.78	22.22
chr21.42811689	chr21	42811689	F	17	52.94	47.06
chr21.42813400	chr21	42813400	F	43	76.74	23.26
chr21.42813457	chr21	42813457	F	41	65.85	34.15
chr21.42813459	chr21	42813459	F	40	72.50	27.50
chr21.42813467	chr21	42813467	F	48	52.08	47.92
chr21.42813487	chr21	42813487	F	73	0.00	100.00
chr21.42813565	chr21	42813565	F	32	0.00	100.00
chr21.42813571	chr21	42813571	F	31	61.29	38.71
chr21.42813585	chr21	42813585	F	32	0.00	100.00
chr21.42813600	chr21	42813600	F	31	58.06	41.94
chr21.42813612	chr21	42813612	F	32	0.00	100.00
chr21.42813638	chr21	42813638	F	27	85.19	14.81
chr21.42813652	chr21	42813652	F	30	70.00	30.00
chr21.42813698	chr21	42813698	F	29	58.62	41.38
chr21.42813705	chr21	42813705	F	31	0.00	100.00
chr21.42813713	chr21	42813713	F	30	60.00	40.00
chr21.42813458	chr21	42813458	R	39	43.59	56.41
chr21.42813460	chr21	42813460	R	40	0.00	100.00
chr21.42813468	chr21	42813468	R	47	70.21	29.79
chr21.42813488	chr21	42813488	R	73	67.12	32.88
chr21.42813566	chr21	42813566	R	41	58.54	41.46
chr21.42813572	chr21	42813572	R	44	84.09	15.91
chr21.42813586	chr21	42813586	R	44	0.00	100.00
chr21.42813601	chr21	42813601	R	44	0.00	100.00
chr21.42813613	chr21	42813613	R	41	65.85	34.15
chr21.42813639	chr21	42813639	R	39	0.00	100.00
chr21.42813653	chr21	42813653	R	39	0.00	100.00
chr21.42813699	chr21	42813699	R	42	52.38	47.62
chr21.42813706	chr21	42813706	R	39	0.00	100.00
chr21.42813714	chr21	42813714	R	44	72.73	27.27
chr21.42813754	chr21	42813754	R	43	46.51	53.49
chr21.42817232	chr21	42817232	F	43	0.00	100.00
chr21.42817308	chr21	42817308	F	22	4.55	95.45
chr21.42817233	chr21	42817233	R	29	0.00	100.00
chr21.42817309	chr21	42817309	R	55	83.64	16.36
chr21.42820498	chr21	42820498	F	10	0.00	100.00
chr21.42820548	chr21	42820548	F	10	80.00	20.00
chr21.42823369	chr21	42823369	R	14	50.00	50.00
chr21.42823396	chr21	42823396	R	14	85.71	14.29
chr21.42823484	chr21	42823484	R	16	68.75	31.25
chr21.42823533	chr21	42823533	R	16	43.75	56.25
chr21.42824226	chr21	42824226	F	14	35.71	64.29
chr21.42832008	chr21	42832008	F	11	72.73	27.27
chr21.42832188	chr21	42832188	R	16	62.50	37.50
chr21.42838991	chr21	42838991	F	10	60.00	40.00
chr21.42839038	chr21	42839038	R	10	100.00	0.00
chr21.42845228	chr21	42845228	F	19	68.42	31.58
chr21.42845233	chr21	42845233	F	17	52.94	47.06
chr21.42845235	chr21	42845235	F	17	70.59	29.41
chr21.42845238	chr21	42845238	F	16	81.25	18.75
chr21.42845259	chr21	42845259	F	17	70.59	29.41
chr21.42845268	chr21	42845268	F	25	64.00	36.00
chr21.42845277	chr21	42845277	F	30	43.33	56.67
chr21.42845286	chr21	42845286	F	30	66.67	33.33
chr21.42845307	chr21	42845307	F	30	40.00	60.00
chr21.42845313	chr21	42845313	F	32	65.62	34.38
chr21.42845319	chr21	42845319	F	29	0.00	100.00
chr21.42845328	chr21	42845328	F	16	62.50	37.50
chr21.42845229	chr21	42845229	R	10	40.00	60.00
chr21.42845234	chr21	42845234	R	16	43.75	56.25
chr21.42845236	chr21	42845236	R	17	76.47	23.53
chr21.42845239	chr21	42845239	R	17	47.06	52.94
chr21.42845260	chr21	42845260	R	17	70.59	29.41
chr21.42845269	chr21	42845269	R	31	77.42	22.58
chr21.42845278	chr21	42845278	R	32	0.00	100.00
chr21.42845287	chr21	42845287	R	32	0.00	100.00
chr21.42845308	chr21	42845308	R	29	0.00	100.00
chr21.42845314	chr21	42845314	R	32	81.25	18.75
chr21.42845320	chr21	42845320	R	28	0.00	100.00
chr21.42845329	chr21	42845329	R	17	35.29	64.71
chr21.42845360	chr21	42845360	R	16	0.00	100.00
chr21.42855370	chr21	42855370	F	24	45.83	54.17
chr21.42855397	chr21	42855397	F	23	60.87	39.13
chr21.42855428	chr21	42855428	F	42	0.00	100.00
chr21.42855446	chr21	42855446	F	43	51.16	48.84
chr21.42855462	chr21	42855462	F	41	53.66	46.34
chr21.42855474	chr21	42855474	F	23	0.00	100.00
chr21.42855489	chr21	42855489	F	21	0.00	100.00
chr21.42855502	chr21	42855502	F	24	79.17	20.83
chr21.42855398	chr21	42855398	R	30	53.33	46.67
chr21.42855429	chr21	42855429	R	53	54.72	45.28
chr21.42855447	chr21	42855447	R	52	63.46	36.54
