chrBase	chr	base	strand	coverage	freqC	freqT
chr21.44460755	chr21	44460755	R	15	100.00	0.00
chr21.44460810	chr21	44460810	R	16	100.00	0.00
chr21.44460876	chr21	44460876	R	18	100.00	0.00
chr21.44460882	chr21	44460882	R	17	100.00	0.00
chr21.44461815	chr21	44461815	F	10	100.00	0.00
chr21.44461820	chr21	44461820	F	15	60.00	40.00
chr21.44461834	chr21	44461834	F	22	90.91	9.09
chr21.44461821	chr21	44461821	R	11	100.00	0.00
chr21.44461835	chr21	44461835	R	17	88.24	11.76
chr21.44464829	chr21	44464829	F	47	70.21	29.79
chr21.44464849	chr21	44464849	F	42	100.00	0.00
chr21.44464857	chr21	44464857	F	44	59.09	40.91
chr21.44464888	chr21	44464888	F	83	71.08	28.92
chr21.44464909	chr21	44464909	F	60	100.00	0.00
chr21.44464919	chr21	44464919	F	62	96.77	3.23
chr21.44464935	chr21	44464935	F	31	0.00	100.00
chr21.44464830	chr21	44464830	R	34	23.53	76.47
chr21.44464850	chr21	44464850	R	57	89.47	10.53
chr21.44464858	chr21	44464858	R	59	93.22	6.78
chr21.44464889	chr21	44464889	R	79	73.42	26.58
chr21.44464910	chr21	44464910	R	45	100.00	0.00
chr21.44464920	chr21	44464920	R	45	100.00	0.00
chr21.44464936	chr21	44464936	R	44	100.00	0.00
chr21.44473984	chr21	44473984	F	27	100.00	0.00
chr21.44474003	chr21	44474003	F	50	100.00	0.00
chr21.44474013	chr21	44474013	F	51	100.00	0.00
chr21.44474019	chr21	44474019	F	51	96.08	3.92
chr21.44474040	chr21	44474040	F	54	92.59	7.41
chr21.44474052	chr21	44474052	F	52	92.31	7.69
chr21.44474066	chr21	44474066	F	50	100.00	0.00
chr21.44474004	chr21	44474004	R	40	97.50	2.50
chr21.44474014	chr21	44474014	R	40	100.00	0.00
chr21.44474020	chr21	44474020	R	40	100.00	0.00
chr21.44474041	chr21	44474041	R	40	100.00	0.00
chr21.44474053	chr21	44474053	R	41	100.00	0.00
chr21.44474067	chr21	44474067	R	37	81.08	18.92
chr21.44474083	chr21	44474083	R	20	100.00	0.00
chr21.44474732	chr21	44474732	F	34	100.00	0.00
chr21.44474763	chr21	44474763	F	39	46.15	53.85
chr21.44474800	chr21	44474800	F	20	0.00	100.00
chr21.44474733	chr21	44474733	R	10	0.00	100.00
chr21.44474764	chr21	44474764	R	21	100.00	0.00
chr21.44474801	chr21	44474801	R	20	100.00	0.00
chr21.44475119	chr21	44475119	F	17	100.00	0.00
chr21.44475135	chr21	44475135	F	17	100.00	0.00
chr21.44475198	chr21	44475198	F	29	62.07	37.93
chr21.44475204	chr21	44475204	F	30	100.00	0.00
chr21.44475229	chr21	44475229	F	16	100.00	0.00
chr21.44475232	chr21	44475232	F	16	100.00	0.00
chr21.44475258	chr21	44475258	F	15	100.00	0.00
chr21.44475289	chr21	44475289	F	15	100.00	0.00
chr21.44475136	chr21	44475136	R	21	80.95	19.05
chr21.44475199	chr21	44475199	R	39	100.00	0.00
chr21.44475205	chr21	44475205	R	39	100.00	0.00
chr21.44475230	chr21	44475230	R	21	100.00	0.00
chr21.44475233	chr21	44475233	R	21	66.67	33.33
chr21.44475259	chr21	44475259	R	20	100.00	0.00
chr21.44475290	chr21	44475290	R	17	88.24	11.76
chr21.44475393	chr21	44475393	R	17	100.00	0.00
chr21.44477461	chr21	44477461	F	31	100.00	0.00
chr21.44477477	chr21	44477477	F	34	100.00	0.00
chr21.44477479	chr21	44477479	F	33	87.88	12.12
chr21.44477507	chr21	44477507	F	32	100.00	0.00
chr21.44477549	chr21	44477549	F	18	0.00	100.00
chr21.44477356	chr21	44477356	R	19	100.00	0.00
chr21.44477441	chr21	44477441	R	10	100.00	0.00
chr21.44477478	chr21	44477478	R	20	100.00	0.00
chr21.44477480	chr21	44477480	R	20	90.00	10.00
chr21.44477508	chr21	44477508	R	20	80.00	20.00
chr21.44477550	chr21	44477550	R	19	89.47	10.53
chr21.44477845	chr21	44477845	F	11	100.00	0.00
chr21.44477847	chr21	44477847	F	14	100.00	0.00
chr21.44477884	chr21	44477884	F	14	100.00	0.00
chr21.44477907	chr21	44477907	F	13	100.00	0.00
chr21.44477909	chr21	44477909	F	14	100.00	0.00
chr21.44478124	chr21	44478124	F	10	100.00	0.00
chr21.44478155	chr21	44478155	F	10	80.00	20.00
chr21.44478157	chr21	44478157	F	10	100.00	0.00
chr21.44478186	chr21	44478186	F	23	73.91	26.09
chr21.44478219	chr21	44478219	F	33	0.00	100.00
chr21.44478297	chr21	44478297	F	18	72.22	27.78
chr21.44478125	chr21	44478125	R	12	100.00	0.00
chr21.44478156	chr21	44478156	R	11	100.00	0.00
chr21.44478158	chr21	44478158	R	14	100.00	0.00
chr21.44478175	chr21	44478175	R	12	0.00	100.00
chr21.44478187	chr21	44478187	R	13	84.62	15.38
chr21.44478220	chr21	44478220	R	48	100.00	0.00
chr21.44478298	chr21	44478298	R	26	100.00	0.00
chr21.44478312	chr21	44478312	R	25	100.00	0.00
chr21.44478780	chr21	44478780	F	29	100.00	0.00
chr21.44478806	chr21	44478806	F	28	100.00	0.00
chr21.44478819	chr21	44478819	F	28	50.00	50.00
chr21.44478828	chr21	44478828	F	27	100.00	0.00
chr21.44478946	chr21	44478946	F	24	100.00	0.00
chr21.44478960	chr21	44478960	F	29	96.55	3.45
chr21.44478964	chr21	44478964	F	28	100.00	0.00
chr21.44478972	chr21	44478972	F	29	100.00	0.00
chr21.44478986	chr21	44478986	F	20	100.00	0.00
chr21.44478996	chr21	44478996	F	20	100.00	0.00
chr21.44479021	chr21	44479021	F	19	100.00	0.00
chr21.44479029	chr21	44479029	F	21	0.00	100.00
chr21.44479036	chr21	44479036	F	21	100.00	0.00
chr21.44479064	chr21	44479064	F	35	100.00	0.00
chr21.44479098	chr21	44479098	F	21	90.48	9.52
chr21.44479122	chr21	44479122	F	20	100.00	0.00
chr21.44479128	chr21	44479128	F	21	95.24	4.76
chr21.44479136	chr21	44479136	F	21	100.00	0.00
chr21.44479139	chr21	44479139	F	21	95.24	4.76
chr21.44479170	chr21	44479170	F	19	100.00	0.00
chr21.44479212	chr21	44479212	F	17	100.00	0.00
chr21.44479219	chr21	44479219	F	18	88.89	11.11
chr21.44479261	chr21	44479261	F	20	100.00	0.00
chr21.44479311	chr21	44479311	F	20	100.00	0.00
chr21.44479397	chr21	44479397	F	14	35.71	64.29
chr21.44478807	chr21	44478807	R	16	100.00	0.00
chr21.44478820	chr21	44478820	R	16	100.00	0.00
chr21.44478829	chr21	44478829	R	16	100.00	0.00
chr21.44478947	chr21	44478947	R	16	100.00	0.00
chr21.44478961	chr21	44478961	R	17	100.00	0.00
chr21.44478965	chr21	44478965	R	15	86.67	13.33
chr21.44478973	chr21	44478973	R	17	100.00	0.00
chr21.44478987	chr21	44478987	R	17	100.00	0.00
chr21.44478997	chr21	44478997	R	15	100.00	0.00
chr21.44479022	chr21	44479022	R	15	93.33	6.67
chr21.44479030	chr21	44479030	R	14	100.00	0.00
chr21.44479037	chr21	44479037	R	13	92.31	7.69
chr21.44479065	chr21	44479065	R	29	100.00	0.00
chr21.44479099	chr21	44479099	R	15	100.00	0.00
chr21.44479123	chr21	44479123	R	15	0.00	100.00
chr21.44479129	chr21	44479129	R	15	100.00	0.00
chr21.44479137	chr21	44479137	R	15	100.00	0.00
chr21.44479140	chr21	44479140	R	15	93.33	6.67
chr21.44479171	chr21	44479171	R	22	100.00	0.00
chr21.44479213	chr21	44479213	R	21	95.24	4.76
chr21.44479220	chr21	44479220	R	17	100.00	0.00
chr21.44479262	chr21	44479262	R	23	100.00	0.00
chr21.44479312	chr21	44479312	R	23	100.00	0.00
chr21.44479320	chr21	44479320	R	24	95.83	4.17
chr21.44479398	chr21	44479398	R	14	100.00	0.00
chr21.44479979	chr21	44479979	F	12	50.00	50.00
chr21.44480000	chr21	44480000	F	12	100.00	0.00
chr21.44480022	chr21	44480022	F	22	54.55	45.45
chr21.44480032	chr21	44480032	F	16	100.00	0.00
chr21.44480044	chr21	44480044	F	16	100.00	0.00
chr21.44480054	chr21	44480054	F	15	100.00	0.00
chr21.44480113	chr21	44480113	F	29	100.00	0.00
chr21.44479980	chr21	44479980	R	10	0.00	100.00
chr21.44480001	chr21	44480001	R	21	61.90	38.10
chr21.44480023	chr21	44480023	R	21	100.00	0.00
chr21.44480033	chr21	44480033	R	15	100.00	0.00
chr21.44480045	chr21	44480045	R	16	100.00	0.00
chr21.44480055	chr21	44480055	R	16	87.50	12.50
chr21.44480114	chr21	44480114	R	29	0.00	100.00
chr21.44480182	chr21	44480182	R	17	100.00	0.00
chr21.44482731	chr21	44482731	F	48	64.58	35.42
chr21.44482739	chr21	44482739	F	48	66.67	33.33
chr21.44482795	chr21	44482795	F	25	0.00	100.00
chr21.44482732	chr21	44482732	R	17	0.00	100.00
chr21.44482740	chr21	44482740	R	33	78.79	21.21
chr21.44482796	chr21	44482796	R	31	100.00	0.00
chr21.44483042	chr21	44483042	F	27	92.59	7.41
chr21.44483055	chr21	44483055	F	47	85.11	14.89
chr21.44483063	chr21	44483063	F	51	100.00	0.00
chr21.44483078	chr21	44483078	F	52	86.54	13.46
chr21.44483092	chr21	44483092	F	48	100.00	0.00
chr21.44483098	chr21	44483098	F	48	81.25	18.75
chr21.44483113	chr21	44483113	F	50	86.00	14.00
chr21.44483129	chr21	44483129	F	49	100.00	0.00
chr21.44483056	chr21	44483056	R	54	96.30	3.70
chr21.44483064	chr21	44483064	R	53	96.23	3.77
chr21.44483079	chr21	44483079	R	55	100.00	0.00
chr21.44483093	chr21	44483093	R	57	100.00	0.00
chr21.44483099	chr21	44483099	R	54	100.00	0.00
chr21.44483114	chr21	44483114	R	53	77.36	22.64
chr21.44483130	chr21	44483130	R	54	100.00	0.00
chr21.44483148	chr21	44483148	R	30	100.00	0.00
chr21.44483799	chr21	44483799	F	32	87.50	12.50
chr21.44483806	chr21	44483806	F	32	100.00	0.00
chr21.44483829	chr21	44483829	F	32	100.00	0.00
chr21.44483836	chr21	44483836	F	31	90.32	9.68
chr21.44483895	chr21	44483895	F	54	77.78	22.22
chr21.44483906	chr21	44483906	F	27	85.19	14.81
chr21.44483908	chr21	44483908	F	28	96.43	3.57
chr21.44483918	chr21	44483918	F	30	86.67	13.33
chr21.44483932	chr21	44483932	F	30	96.67	3.33
chr21.44483807	chr21	44483807	R	25	72.00	28.00
chr21.44483830	chr21	44483830	R	25	100.00	0.00
chr21.44483837	chr21	44483837	R	26	96.15	3.85
chr21.44483896	chr21	44483896	R	42	0.00	100.00
chr21.44483907	chr21	44483907	R	24	91.67	8.33
chr21.44483909	chr21	44483909	R	25	96.00	4.00
chr21.44483919	chr21	44483919	R	26	0.00	100.00
chr21.44483933	chr21	44483933	R	26	92.31	7.69
chr21.44483964	chr21	44483964	R	25	76.00	24.00
chr21.44484698	chr21	44484698	F	71	0.00	100.00
chr21.44484711	chr21	44484711	F	72	86.11	13.89
chr21.44484745	chr21	44484745	F	51	23.53	76.47
chr21.44484769	chr21	44484769	F	17	0.00	100.00
chr21.44484846	chr21	44484846	F	16	100.00	0.00
chr21.44484699	chr21	44484699	R	22	0.00	100.00
chr21.44484712	chr21	44484712	R	45	0.00	100.00
chr21.44484746	chr21	44484746	R	41	95.12	4.88
chr21.44484770	chr21	44484770	R	11	100.00	0.00
chr21.44484847	chr21	44484847	R	11	72.73	27.27
chr21.44484875	chr21	44484875	R	11	100.00	0.00
chr21.44486014	chr21	44486014	R	16	75.00	25.00
chr21.44486034	chr21	44486034	R	15	100.00	0.00
chr21.44486037	chr21	44486037	R	16	87.50	12.50
chr21.44486072	chr21	44486072	R	15	93.33	6.67
chr21.44486289	chr21	44486289	F	122	100.00	0.00
chr21.44486298	chr21	44486298	F	124	100.00	0.00
chr21.44486353	chr21	44486353	F	64	1.56	98.44
chr21.44486290	chr21	44486290	R	59	0.00	100.00
chr21.44486299	chr21	44486299	R	117	92.31	7.69
chr21.44486354	chr21	44486354	R	117	98.29	1.71
chr21.44487552	chr21	44487552	F	13	7.69	92.31
chr21.44487604	chr21	44487604	F	12	0.00	100.00
chr21.44487650	chr21	44487650	F	15	0.00	100.00
chr21.44487672	chr21	44487672	F	12	0.00	100.00
chr21.44487676	chr21	44487676	F	11	0.00	100.00
chr21.44487686	chr21	44487686	F	11	0.00	100.00
chr21.44487691	chr21	44487691	F	12	0.00	100.00
chr21.44487715	chr21	44487715	F	12	0.00	100.00
chr21.44487651	chr21	44487651	R	16	0.00	100.00
chr21.44489900	chr21	44489900	F	12	0.00	100.00
chr21.44489901	chr21	44489901	R	14	57.14	42.86
chr21.44490896	chr21	44490896	F	47	0.00	100.00
chr21.44490900	chr21	44490900	F	45	64.44	35.56
chr21.44490954	chr21	44490954	F	43	0.00	100.00
chr21.44490961	chr21	44490961	F	24	0.00	100.00
chr21.44490897	chr21	44490897	R	32	0.00	100.00
chr21.44490901	chr21	44490901	R	65	0.00	100.00
chr21.44490955	chr21	44490955	R	61	0.00	100.00
chr21.44490962	chr21	44490962	R	64	0.00	100.00
chr21.44492170	chr21	44492170	F	24	4.17	95.83
chr21.44492232	chr21	44492232	F	21	0.00	100.00
chr21.44492235	chr21	44492235	F	23	0.00	100.00
chr21.44492251	chr21	44492251	F	24	0.00	100.00
chr21.44492333	chr21	44492333	F	24	0.00	100.00
chr21.44492336	chr21	44492336	F	24	0.00	100.00
chr21.44492347	chr21	44492347	F	23	4.35	95.65
chr21.44492367	chr21	44492367	F	25	0.00	100.00
chr21.44492382	chr21	44492382	F	11	0.00	100.00
chr21.44492399	chr21	44492399	F	12	0.00	100.00
chr21.44492469	chr21	44492469	F	19	0.00	100.00
chr21.44492233	chr21	44492233	R	26	0.00	100.00
chr21.44492236	chr21	44492236	R	24	0.00	100.00
chr21.44492252	chr21	44492252	R	20	0.00	100.00
chr21.44492334	chr21	44492334	R	26	73.08	26.92
chr21.44492337	chr21	44492337	R	27	0.00	100.00
chr21.44492348	chr21	44492348	R	27	0.00	100.00
chr21.44492368	chr21	44492368	R	28	0.00	100.00
chr21.44492383	chr21	44492383	R	28	0.00	100.00
chr21.44492400	chr21	44492400	R	10	0.00	100.00
chr21.44492470	chr21	44492470	R	21	0.00	100.00
chr21.44492534	chr21	44492534	R	11	81.82	18.18
chr21.44493376	chr21	44493376	F	19	0.00	100.00
chr21.44493404	chr21	44493404	F	18	0.00	100.00
chr21.44493425	chr21	44493425	F	19	0.00	100.00
chr21.44493502	chr21	44493502	F	17	0.00	100.00
chr21.44493504	chr21	44493504	F	13	7.69	92.31
chr21.44493539	chr21	44493539	F	19	89.47	10.53
chr21.44493573	chr21	44493573	F	19	0.00	100.00
chr21.44493577	chr21	44493577	F	20	70.00	30.00
chr21.44493579	chr21	44493579	F	19	0.00	100.00
chr21.44493589	chr21	44493589	F	20	0.00	100.00
chr21.44493617	chr21	44493617	F	18	0.00	100.00
chr21.44493622	chr21	44493622	F	19	0.00	100.00
chr21.44493626	chr21	44493626	F	18	0.00	100.00
chr21.44493647	chr21	44493647	F	19	57.89	42.11
chr21.44493678	chr21	44493678	F	10	50.00	50.00
chr21.44493718	chr21	44493718	F	18	33.33	66.67
chr21.44493742	chr21	44493742	F	19	0.00	100.00
chr21.44493764	chr21	44493764	F	20	0.00	100.00
chr21.44493405	chr21	44493405	R	22	68.18	31.82
chr21.44493426	chr21	44493426	R	19	0.00	100.00
chr21.44493503	chr21	44493503	R	20	0.00	100.00
chr21.44493505	chr21	44493505	R	22	0.00	100.00
chr21.44493540	chr21	44493540	R	21	0.00	100.00
chr21.44493574	chr21	44493574	R	23	4.35	95.65
chr21.44493578	chr21	44493578	R	12	0.00	100.00
chr21.44493580	chr21	44493580	R	12	0.00	100.00
chr21.44493590	chr21	44493590	R	11	0.00	100.00
chr21.44493618	chr21	44493618	R	12	0.00	100.00
chr21.44493623	chr21	44493623	R	11	0.00	100.00
chr21.44493627	chr21	44493627	R	12	0.00	100.00
chr21.44493719	chr21	44493719	R	11	0.00	100.00
chr21.44493743	chr21	44493743	R	12	0.00	100.00
chr21.44493765	chr21	44493765	R	12	0.00	100.00
chr21.44493775	chr21	44493775	R	11	0.00	100.00
chr21.44494072	chr21	44494072	F	35	0.00	100.00
chr21.44494120	chr21	44494120	F	38	0.00	100.00
chr21.44494124	chr21	44494124	F	38	0.00	100.00
chr21.44494136	chr21	44494136	F	19	0.00	100.00
chr21.44494270	chr21	44494270	F	33	0.00	100.00
chr21.44494321	chr21	44494321	F	33	0.00	100.00
chr21.44494328	chr21	44494328	F	17	5.88	94.12
chr21.44494121	chr21	44494121	R	12	0.00	100.00
chr21.44494125	chr21	44494125	R	13	0.00	100.00
chr21.44494137	chr21	44494137	R	13	0.00	100.00
chr21.44494196	chr21	44494196	R	13	0.00	100.00
chr21.44494219	chr21	44494219	R	14	0.00	100.00
chr21.44494223	chr21	44494223	R	11	0.00	100.00
chr21.44494271	chr21	44494271	R	22	0.00	100.00
chr21.44494322	chr21	44494322	R	29	0.00	100.00
chr21.44494329	chr21	44494329	R	31	0.00	100.00
chr21.44494772	chr21	44494772	F	82	0.00	100.00
chr21.44494779	chr21	44494779	F	82	0.00	100.00
chr21.44494785	chr21	44494785	F	89	51.69	48.31
chr21.44494793	chr21	44494793	F	84	0.00	100.00
chr21.44494812	chr21	44494812	F	86	0.00	100.00
chr21.44494817	chr21	44494817	F	84	0.00	100.00
chr21.44494835	chr21	44494835	F	86	0.00	100.00
chr21.44494853	chr21	44494853	F	53	0.00	100.00
chr21.44494859	chr21	44494859	F	13	0.00	100.00
chr21.44494866	chr21	44494866	F	24	0.00	100.00
chr21.44494873	chr21	44494873	F	23	0.00	100.00
chr21.44494876	chr21	44494876	F	25	0.00	100.00
chr21.44494899	chr21	44494899	F	22	63.64	36.36
chr21.44494903	chr21	44494903	F	25	0.00	100.00
chr21.44494906	chr21	44494906	F	24	0.00	100.00
chr21.44494915	chr21	44494915	F	22	9.09	90.91
chr21.44494922	chr21	44494922	F	23	0.00	100.00
chr21.44494933	chr21	44494933	F	24	0.00	100.00
chr21.44494939	chr21	44494939	F	25	8.00	92.00
chr21.44494941	chr21	44494941	F	24	75.00	25.00
chr21.44494961	chr21	44494961	F	12	0.00	100.00
chr21.44495106	chr21	44495106	F	34	73.53	26.47
chr21.44495128	chr21	44495128	F	33	0.00	100.00
chr21.44495130	chr21	44495130	F	35	0.00	100.00
chr21.44495134	chr21	44495134	F	33	0.00	100.00
chr21.44495141	chr21	44495141	F	33	48.48	51.52
chr21.44495192	chr21	44495192	F	17	0.00	100.00
chr21.44494773	chr21	44494773	R	28	0.00	100.00
chr21.44494780	chr21	44494780	R	55	0.00	100.00
chr21.44494786	chr21	44494786	R	57	0.00	100.00
chr21.44494794	chr21	44494794	R	57	0.00	100.00
chr21.44494813	chr21	44494813	R	58	0.00	100.00
chr21.44494818	chr21	44494818	R	58	0.00	100.00
chr21.44494836	chr21	44494836	R	61	0.00	100.00
chr21.44494854	chr21	44494854	R	58	0.00	100.00
chr21.44494860	chr21	44494860	R	13	7.69	92.31
chr21.44494867	chr21	44494867	R	16	0.00	100.00
chr21.44494874	chr21	44494874	R	24	70.83	29.17
chr21.44494877	chr21	44494877	R	21	0.00	100.00
chr21.44494900	chr21	44494900	R	23	0.00	100.00
chr21.44494904	chr21	44494904	R	24	0.00	100.00
chr21.44494907	chr21	44494907	R	24	0.00	100.00
chr21.44494916	chr21	44494916	R	24	54.17	45.83
chr21.44494923	chr21	44494923	R	24	0.00	100.00
chr21.44494934	chr21	44494934	R	25	44.00	56.00
chr21.44494940	chr21	44494940	R	25	0.00	100.00
chr21.44494942	chr21	44494942	R	22	0.00	100.00
chr21.44494962	chr21	44494962	R	13	0.00	100.00
chr21.44494965	chr21	44494965	R	13	7.69	92.31
chr21.44495107	chr21	44495107	R	17	0.00	100.00
chr21.44495129	chr21	44495129	R	31	61.29	38.71
chr21.44495131	chr21	44495131	R	33	0.00	100.00
chr21.44495135	chr21	44495135	R	31	38.71	61.29
chr21.44495142	chr21	44495142	R	33	0.00	100.00
chr21.44495193	chr21	44495193	R	32	0.00	100.00
chr21.44495580	chr21	44495580	F	18	0.00	100.00
chr21.44495593	chr21	44495593	F	17	0.00	100.00
chr21.44495595	chr21	44495595	F	18	0.00	100.00
chr21.44495608	chr21	44495608	F	18	0.00	100.00
chr21.44495620	chr21	44495620	F	18	0.00	100.00
chr21.44495623	chr21	44495623	F	17	0.00	100.00
chr21.44495641	chr21	44495641	F	16	12.50	87.50
chr21.44495669	chr21	44495669	F	26	0.00	100.00
chr21.44495677	chr21	44495677	F	26	0.00	100.00
chr21.44495683	chr21	44495683	F	26	0.00	100.00
chr21.44495705	chr21	44495705	F	25	0.00	100.00
chr21.44495715	chr21	44495715	F	25	72.00	28.00
chr21.44495721	chr21	44495721	F	25	0.00	100.00
chr21.44495727	chr21	44495727	F	23	0.00	100.00
chr21.44495730	chr21	44495730	F	54	0.00	100.00
chr21.44495738	chr21	44495738	F	45	0.00	100.00
chr21.44495762	chr21	44495762	F	43	0.00	100.00
chr21.44495765	chr21	44495765	F	44	0.00	100.00
chr21.44495772	chr21	44495772	F	40	70.00	30.00
chr21.44495796	chr21	44495796	F	41	0.00	100.00
chr21.44495802	chr21	44495802	F	45	0.00	100.00
chr21.44495804	chr21	44495804	F	42	0.00	100.00
chr21.44495817	chr21	44495817	F	44	29.55	70.45
chr21.44495854	chr21	44495854	F	26	0.00	100.00
chr21.44495861	chr21	44495861	F	27	0.00	100.00
chr21.44495870	chr21	44495870	F	35	0.00	100.00
chr21.44495885	chr21	44495885	F	24	0.00	100.00
chr21.44495906	chr21	44495906	F	23	39.13	60.87
chr21.44495910	chr21	44495910	F	24	0.00	100.00
chr21.44495919	chr21	44495919	F	23	0.00	100.00
chr21.44495925	chr21	44495925	F	24	0.00	100.00
chr21.44495928	chr21	44495928	F	22	59.09	40.91
chr21.44495933	chr21	44495933	F	24	0.00	100.00
chr21.44495939	chr21	44495939	F	22	0.00	100.00
chr21.44495942	chr21	44495942	F	23	0.00	100.00
chr21.44495948	chr21	44495948	F	19	0.00	100.00
chr21.44495962	chr21	44495962	F	10	0.00	100.00
chr21.44495977	chr21	44495977	F	10	0.00	100.00
chr21.44496018	chr21	44496018	F	10	0.00	100.00
chr21.44496031	chr21	44496031	F	26	0.00	100.00
chr21.44496043	chr21	44496043	F	28	0.00	100.00
chr21.44496057	chr21	44496057	F	28	0.00	100.00
chr21.44496091	chr21	44496091	F	52	0.00	100.00
chr21.44496122	chr21	44496122	F	39	0.00	100.00
chr21.44496125	chr21	44496125	F	37	0.00	100.00
chr21.44496142	chr21	44496142	F	20	0.00	100.00
chr21.44496175	chr21	44496175	F	22	9.09	90.91
chr21.44496196	chr21	44496196	F	21	0.00	100.00
chr21.44496200	chr21	44496200	F	22	0.00	100.00
chr21.44496213	chr21	44496213	F	21	0.00	100.00
chr21.44496230	chr21	44496230	F	22	0.00	100.00
chr21.44496238	chr21	44496238	F	123	0.00	100.00
chr21.44496243	chr21	44496243	F	112	0.00	100.00
chr21.44496246	chr21	44496246	F	109	55.05	44.95
chr21.44496258	chr21	44496258	F	110	0.00	100.00
chr21.44496270	chr21	44496270	F	112	0.00	100.00
chr21.44496280	chr21	44496280	F	110	74.55	25.45
chr21.44496284	chr21	44496284	F	109	66.97	33.03
chr21.44496289	chr21	44496289	F	57	1.75	98.25
chr21.44496319	chr21	44496319	F	45	0.00	100.00
chr21.44496344	chr21	44496344	F	42	0.00	100.00
chr21.44496378	chr21	44496378	F	42	0.00	100.00
chr21.44496414	chr21	44496414	F	73	50.68	49.32
chr21.44496418	chr21	44496418	F	65	3.08	96.92
chr21.44496442	chr21	44496442	F	40	2.50	97.50
chr21.44496444	chr21	44496444	F	39	0.00	100.00
chr21.44496450	chr21	44496450	F	41	0.00	100.00
chr21.44496457	chr21	44496457	F	44	0.00	100.00
chr21.44496463	chr21	44496463	F	44	79.55	20.45
chr21.44496469	chr21	44496469	F	42	0.00	100.00
chr21.44496476	chr21	44496476	F	44	0.00	100.00
chr21.44496478	chr21	44496478	F	44	0.00	100.00
chr21.44496537	chr21	44496537	F	29	0.00	100.00
chr21.44496541	chr21	44496541	F	30	0.00	100.00
chr21.44496544	chr21	44496544	F	28	0.00	100.00
chr21.44496548	chr21	44496548	F	30	0.00	100.00
chr21.44496553	chr21	44496553	F	30	0.00	100.00
chr21.44496558	chr21	44496558	F	29	0.00	100.00
chr21.44496560	chr21	44496560	F	30	0.00	100.00
chr21.44496566	chr21	44496566	F	30	0.00	100.00
chr21.44496568	chr21	44496568	F	28	0.00	100.00
chr21.44496578	chr21	44496578	F	34	0.00	100.00
chr21.44496584	chr21	44496584	F	21	0.00	100.00
chr21.44496591	chr21	44496591	F	22	0.00	100.00
chr21.44496596	chr21	44496596	F	21	0.00	100.00
chr21.44496601	chr21	44496601	F	22	0.00	100.00
chr21.44496612	chr21	44496612	F	19	0.00	100.00
chr21.44496619	chr21	44496619	F	20	0.00	100.00
chr21.44496621	chr21	44496621	F	22	0.00	100.00
chr21.44496627	chr21	44496627	F	11	0.00	100.00
chr21.44496653	chr21	44496653	F	42	0.00	100.00
chr21.44496657	chr21	44496657	F	41	0.00	100.00
chr21.44496663	chr21	44496663	F	44	0.00	100.00
chr21.44496669	chr21	44496669	F	41	70.73	29.27
chr21.44496675	chr21	44496675	F	44	0.00	100.00
chr21.44496681	chr21	44496681	F	41	75.61	24.39
chr21.44496683	chr21	44496683	F	41	0.00	100.00
chr21.44496702	chr21	44496702	F	44	4.55	95.45
chr21.44496707	chr21	44496707	F	43	0.00	100.00
chr21.44496709	chr21	44496709	F	41	0.00	100.00
chr21.44496720	chr21	44496720	F	38	0.00	100.00
chr21.44496730	chr21	44496730	F	69	50.72	49.28
chr21.44496737	chr21	44496737	F	48	0.00	100.00
chr21.44496739	chr21	44496739	F	49	53.06	46.94
chr21.44496743	chr21	44496743	F	48	0.00	100.00
chr21.44496749	chr21	44496749	F	80	0.00	100.00
chr21.44496763	chr21	44496763	F	91	2.20	97.80
chr21.44496800	chr21	44496800	F	89	0.00	100.00
chr21.44496833	chr21	44496833	F	48	0.00	100.00
chr21.44496845	chr21	44496845	F	37	0.00	100.00
chr21.44496856	chr21	44496856	F	36	0.00	100.00
chr21.44496865	chr21	44496865	F	37	0.00	100.00
chr21.44496869	chr21	44496869	F	32	0.00	100.00
chr21.44496897	chr21	44496897	F	37	0.00	100.00
chr21.44496904	chr21	44496904	F	37	5.41	94.59
chr21.44496910	chr21	44496910	F	38	0.00	100.00
chr21.44496915	chr21	44496915	F	36	0.00	100.00
chr21.44496921	chr21	44496921	F	16	0.00	100.00
chr21.44496956	chr21	44496956	F	11	90.91	9.09
chr21.44496961	chr21	44496961	F	11	0.00	100.00
chr21.44496963	chr21	44496963	F	10	0.00	100.00
chr21.44496971	chr21	44496971	F	11	0.00	100.00
chr21.44496974	chr21	44496974	F	11	0.00	100.00
chr21.44496976	chr21	44496976	F	15	40.00	60.00
chr21.44496988	chr21	44496988	F	21	57.14	42.86
chr21.44497019	chr21	44497019	F	19	84.21	15.79
chr21.44497058	chr21	44497058	F	11	0.00	100.00
chr21.44497074	chr21	44497074	F	10	0.00	100.00
chr21.44497077	chr21	44497077	F	12	0.00	100.00
chr21.44495670	chr21	44495670	R	15	0.00	100.00
chr21.44495678	chr21	44495678	R	30	0.00	100.00
chr21.44495684	chr21	44495684	R	30	6.67	93.33
chr21.44495706	chr21	44495706	R	30	0.00	100.00
chr21.44495716	chr21	44495716	R	28	0.00	100.00
chr21.44495722	chr21	44495722	R	28	0.00	100.00
chr21.44495728	chr21	44495728	R	27	0.00	100.00
chr21.44495731	chr21	44495731	R	58	0.00	100.00
chr21.44495739	chr21	44495739	R	65	0.00	100.00
