chrBase	chr	base	strand	coverage	freqC	freqT
chr21.41516467	chr21	41516467	R	11	0.00	100.00
chr21.41516786	chr21	41516786	F	40	70.00	30.00
chr21.41516796	chr21	41516796	F	42	78.57	21.43
chr21.41516806	chr21	41516806	F	44	72.73	27.27
chr21.41516861	chr21	41516861	F	25	12.00	88.00
chr21.41516787	chr21	41516787	R	29	3.45	96.55
chr21.41516797	chr21	41516797	R	60	0.00	100.00
chr21.41516807	chr21	41516807	R	58	51.72	48.28
chr21.41516862	chr21	41516862	R	56	67.86	32.14
chr21.41526339	chr21	41526339	F	11	0.00	100.00
chr21.41550841	chr21	41550841	F	78	61.54	38.46
chr21.41550849	chr21	41550849	F	81	81.48	18.52
chr21.41550860	chr21	41550860	F	80	51.25	48.75
chr21.41550864	chr21	41550864	F	81	62.96	37.04
chr21.41550867	chr21	41550867	F	77	88.31	11.69
chr21.41550881	chr21	41550881	F	81	59.26	40.74
chr21.41550893	chr21	41550893	F	81	72.84	27.16
chr21.41550907	chr21	41550907	F	41	0.00	100.00
chr21.41550842	chr21	41550842	R	33	0.00	100.00
chr21.41550850	chr21	41550850	R	75	53.33	46.67
chr21.41550861	chr21	41550861	R	76	0.00	100.00
chr21.41550865	chr21	41550865	R	75	69.33	30.67
chr21.41550868	chr21	41550868	R	74	77.03	22.97
chr21.41550882	chr21	41550882	R	75	0.00	100.00
chr21.41550894	chr21	41550894	R	74	51.35	48.65
chr21.41550908	chr21	41550908	R	73	69.86	30.14
chr21.41577445	chr21	41577445	R	12	83.33	16.67
chr21.41577455	chr21	41577455	R	12	0.00	100.00
chr21.41625668	chr21	41625668	F	39	58.97	41.03
chr21.41625675	chr21	41625675	F	39	64.10	35.90
chr21.41625726	chr21	41625726	F	19	0.00	100.00
chr21.41625669	chr21	41625669	R	11	0.00	100.00
chr21.41625676	chr21	41625676	R	21	61.90	38.10
chr21.41625727	chr21	41625727	R	20	90.00	10.00
chr21.41627207	chr21	41627207	F	12	83.33	16.67
chr21.41627214	chr21	41627214	F	12	75.00	25.00
chr21.41627313	chr21	41627313	F	11	90.91	9.09
chr21.41627215	chr21	41627215	R	13	84.62	15.38
chr21.41627314	chr21	41627314	R	13	61.54	38.46
chr21.41627382	chr21	41627382	R	13	46.15	53.85
chr21.41641327	chr21	41641327	F	17	82.35	17.65
chr21.41641362	chr21	41641362	F	28	0.00	100.00
chr21.41641422	chr21	41641422	F	27	81.48	18.52
chr21.41641363	chr21	41641363	R	20	95.00	5.00
chr21.41641423	chr21	41641423	R	26	76.92	23.08
chr21.41641461	chr21	41641461	R	17	64.71	35.29
chr21.41652201	chr21	41652201	F	36	63.89	36.11
chr21.41652255	chr21	41652255	F	19	0.00	100.00
chr21.41652202	chr21	41652202	R	11	0.00	100.00
chr21.41652256	chr21	41652256	R	20	70.00	30.00
chr21.41654236	chr21	41654236	F	15	66.67	33.33
chr21.41654240	chr21	41654240	F	14	0.00	100.00
chr21.41654242	chr21	41654242	F	13	53.85	46.15
chr21.41654252	chr21	41654252	F	14	7.14	92.86
chr21.41654280	chr21	41654280	F	24	0.00	100.00
chr21.41654285	chr21	41654285	F	27	70.37	29.63
chr21.41654296	chr21	41654296	F	28	50.00	50.00
chr21.41654310	chr21	41654310	F	26	69.23	30.77
chr21.41654330	chr21	41654330	F	26	73.08	26.92
chr21.41654341	chr21	41654341	F	13	53.85	46.15
chr21.41663512	chr21	41663512	F	49	69.39	30.61
chr21.41663518	chr21	41663518	F	52	61.54	38.46
chr21.41663564	chr21	41663564	F	26	0.00	100.00
chr21.41663513	chr21	41663513	R	34	0.00	100.00
chr21.41663519	chr21	41663519	R	71	57.75	42.25
chr21.41663565	chr21	41663565	R	66	45.45	54.55
chr21.41676478	chr21	41676478	F	24	0.00	100.00
chr21.41676587	chr21	41676587	R	16	68.75	31.25
chr21.41677067	chr21	41677067	R	10	80.00	20.00
chr21.41677242	chr21	41677242	R	10	30.00	70.00
chr21.41687047	chr21	41687047	F	24	79.17	20.83
chr21.41687063	chr21	41687063	F	25	88.00	12.00
chr21.41687123	chr21	41687123	F	24	37.50	62.50
chr21.41687199	chr21	41687199	F	22	68.18	31.82
chr21.41687064	chr21	41687064	R	29	0.00	100.00
chr21.41687124	chr21	41687124	R	30	0.00	100.00
chr21.41687200	chr21	41687200	R	26	0.00	100.00
chr21.41687256	chr21	41687256	R	30	66.67	33.33
chr21.41711123	chr21	41711123	F	23	0.00	100.00
chr21.41711160	chr21	41711160	F	25	60.00	40.00
chr21.41711170	chr21	41711170	F	23	86.96	13.04
chr21.41711173	chr21	41711173	F	22	54.55	45.45
chr21.41711192	chr21	41711192	F	43	81.40	18.60
chr21.41711215	chr21	41711215	F	44	81.82	18.18
chr21.41711223	chr21	41711223	F	21	71.43	28.57
chr21.41711236	chr21	41711236	F	23	0.00	100.00
chr21.41711242	chr21	41711242	F	24	58.33	41.67
chr21.41711265	chr21	41711265	F	25	64.00	36.00
chr21.41711161	chr21	41711161	R	21	61.90	38.10
chr21.41711171	chr21	41711171	R	19	57.89	42.11
chr21.41711174	chr21	41711174	R	20	50.00	50.00
chr21.41711193	chr21	41711193	R	41	0.00	100.00
chr21.41711216	chr21	41711216	R	34	67.65	32.35
chr21.41711224	chr21	41711224	R	19	78.95	21.05
chr21.41711237	chr21	41711237	R	21	80.95	19.05
chr21.41711243	chr21	41711243	R	21	47.62	52.38
chr21.41711266	chr21	41711266	R	21	57.14	42.86
chr21.41711285	chr21	41711285	R	21	61.90	38.10
chr21.41726498	chr21	41726498	F	21	0.00	100.00
chr21.41726558	chr21	41726558	F	23	30.43	69.57
chr21.41726572	chr21	41726572	F	22	50.00	50.00
chr21.41726583	chr21	41726583	F	13	7.69	92.31
chr21.41726559	chr21	41726559	R	10	60.00	40.00
chr21.41726573	chr21	41726573	R	10	60.00	40.00
chr21.41726584	chr21	41726584	R	10	40.00	60.00
chr21.41726649	chr21	41726649	R	12	25.00	75.00
chr21.41726669	chr21	41726669	R	12	75.00	25.00
chr21.41752756	chr21	41752756	F	12	25.00	75.00
chr21.41752761	chr21	41752761	F	13	0.00	100.00
chr21.41752765	chr21	41752765	F	11	72.73	27.27
chr21.41752786	chr21	41752786	F	11	63.64	36.36
chr21.41752806	chr21	41752806	F	13	69.23	30.77
chr21.41752846	chr21	41752846	F	16	100.00	0.00
chr21.41752850	chr21	41752850	F	15	0.00	100.00
chr21.41752858	chr21	41752858	F	16	0.00	100.00
chr21.41752862	chr21	41752862	F	15	53.33	46.67
chr21.41752882	chr21	41752882	F	15	53.33	46.67
chr21.41752906	chr21	41752906	F	14	64.29	35.71
chr21.41755111	chr21	41755111	F	41	78.05	21.95
chr21.41755115	chr21	41755115	F	47	65.96	34.04
chr21.41755127	chr21	41755127	F	46	52.17	47.83
chr21.41755179	chr21	41755179	F	32	15.62	84.38
chr21.41755112	chr21	41755112	R	22	0.00	100.00
chr21.41755116	chr21	41755116	R	45	0.00	100.00
chr21.41755128	chr21	41755128	R	42	71.43	28.57
chr21.41755180	chr21	41755180	R	43	76.74	23.26
chr21.41774029	chr21	41774029	F	19	68.42	31.58
chr21.41774055	chr21	41774055	F	18	0.00	100.00
chr21.41774072	chr21	41774072	F	31	64.52	35.48
chr21.41774087	chr21	41774087	F	35	71.43	28.57
chr21.41774111	chr21	41774111	F	35	42.86	57.14
chr21.41774138	chr21	41774138	F	19	42.11	57.89
chr21.41774142	chr21	41774142	F	18	0.00	100.00
chr21.41774150	chr21	41774150	F	18	66.67	33.33
chr21.41774154	chr21	41774154	F	15	66.67	33.33
chr21.41774186	chr21	41774186	F	14	57.14	42.86
chr21.41774231	chr21	41774231	F	28	75.00	25.00
chr21.41774242	chr21	41774242	F	23	78.26	21.74
chr21.41774277	chr21	41774277	F	15	53.33	46.67
chr21.41774287	chr21	41774287	F	14	64.29	35.71
chr21.41774056	chr21	41774056	R	39	64.10	35.90
chr21.41774073	chr21	41774073	R	44	61.36	38.64
chr21.41774088	chr21	41774088	R	40	77.50	22.50
chr21.41774112	chr21	41774112	R	43	60.47	39.53
chr21.41774139	chr21	41774139	R	24	70.83	29.17
chr21.41774143	chr21	41774143	R	24	75.00	25.00
chr21.41774151	chr21	41774151	R	24	66.67	33.33
chr21.41774155	chr21	41774155	R	23	0.00	100.00
chr21.41774232	chr21	41774232	R	14	57.14	42.86
chr21.41774243	chr21	41774243	R	11	0.00	100.00
chr21.41802755	chr21	41802755	F	12	66.67	33.33
chr21.41802761	chr21	41802761	F	13	76.92	23.08
chr21.41802764	chr21	41802764	F	14	71.43	28.57
chr21.41802756	chr21	41802756	R	12	58.33	41.67
chr21.41802762	chr21	41802762	R	14	28.57	71.43
chr21.41802765	chr21	41802765	R	13	61.54	38.46
chr21.41814494	chr21	41814494	F	11	36.36	63.64
chr21.41814509	chr21	41814509	F	12	58.33	41.67
chr21.41814515	chr21	41814515	F	12	0.00	100.00
chr21.41814595	chr21	41814595	F	11	54.55	45.45
chr21.41814599	chr21	41814599	F	12	66.67	33.33
chr21.41814627	chr21	41814627	F	11	45.45	54.55
chr21.41814510	chr21	41814510	R	15	60.00	40.00
chr21.41814516	chr21	41814516	R	14	28.57	71.43
chr21.41814596	chr21	41814596	R	15	40.00	60.00
chr21.41814600	chr21	41814600	R	13	69.23	30.77
chr21.41814628	chr21	41814628	R	15	80.00	20.00
chr21.41814648	chr21	41814648	R	15	46.67	53.33
chr21.41847497	chr21	41847497	F	15	93.33	6.67
chr21.41847501	chr21	41847501	F	16	56.25	43.75
chr21.41847525	chr21	41847525	F	32	68.75	31.25
chr21.41847502	chr21	41847502	R	18	50.00	50.00
chr21.41847526	chr21	41847526	R	35	45.71	54.29
chr21.41847615	chr21	41847615	R	18	66.67	33.33
chr21.41853138	chr21	41853138	F	36	50.00	50.00
chr21.41853144	chr21	41853144	F	33	60.61	39.39
chr21.41853154	chr21	41853154	F	34	67.65	32.35
chr21.41853182	chr21	41853182	F	38	68.42	31.58
chr21.41853212	chr21	41853212	F	34	64.71	35.29
chr21.41853223	chr21	41853223	F	40	50.00	50.00
chr21.41853243	chr21	41853243	F	32	40.62	59.38
chr21.41853285	chr21	41853285	F	50	58.00	42.00
chr21.41853309	chr21	41853309	F	46	69.57	30.43
chr21.41853244	chr21	41853244	R	18	88.89	11.11
chr21.41853286	chr21	41853286	R	31	70.97	29.03
chr21.41853310	chr21	41853310	R	33	33.33	66.67
chr21.41853342	chr21	41853342	R	18	61.11	38.89
chr21.41853755	chr21	41853755	F	60	61.67	38.33
chr21.41853774	chr21	41853774	F	62	62.90	37.10
chr21.41853842	chr21	41853842	F	42	14.29	85.71
chr21.41853851	chr21	41853851	F	11	54.55	45.45
chr21.41853897	chr21	41853897	F	21	0.00	100.00
chr21.41853902	chr21	41853902	F	20	0.00	100.00
chr21.41853905	chr21	41853905	F	18	77.78	22.22
chr21.41853756	chr21	41853756	R	27	0.00	100.00
chr21.41853775	chr21	41853775	R	58	86.21	13.79
chr21.41853843	chr21	41853843	R	55	80.00	20.00
chr21.41853898	chr21	41853898	R	15	86.67	13.33
chr21.41853903	chr21	41853903	R	15	13.33	86.67
chr21.41853906	chr21	41853906	R	16	75.00	25.00
chr21.41873611	chr21	41873611	F	13	61.54	38.46
chr21.41873621	chr21	41873621	F	12	58.33	41.67
chr21.41873622	chr21	41873622	R	15	66.67	33.33
chr21.41873738	chr21	41873738	R	18	50.00	50.00
chr21.41883640	chr21	41883640	F	10	80.00	20.00
chr21.41883644	chr21	41883644	F	10	80.00	20.00
chr21.41883646	chr21	41883646	F	10	40.00	60.00
chr21.41883656	chr21	41883656	F	10	60.00	40.00
chr21.41883684	chr21	41883684	F	17	76.47	23.53
chr21.41883689	chr21	41883689	F	19	42.11	57.89
chr21.41883714	chr21	41883714	F	18	88.89	11.11
chr21.41883745	chr21	41883745	F	10	60.00	40.00
chr21.41883685	chr21	41883685	R	11	0.00	100.00
chr21.41883690	chr21	41883690	R	13	38.46	61.54
chr21.41883715	chr21	41883715	R	13	61.54	38.46
chr21.41883775	chr21	41883775	R	25	12.00	88.00
chr21.41883779	chr21	41883779	R	40	90.00	10.00
chr21.41883791	chr21	41883791	R	35	60.00	40.00
chr21.41883835	chr21	41883835	R	40	45.00	55.00
chr21.41883837	chr21	41883837	R	38	42.11	57.89
chr21.41883843	chr21	41883843	R	35	71.43	28.57
chr21.41888580	chr21	41888580	F	18	83.33	16.67
chr21.41888608	chr21	41888608	F	18	61.11	38.89
chr21.41888660	chr21	41888660	F	16	43.75	56.25
chr21.41888609	chr21	41888609	R	12	66.67	33.33
chr21.41888661	chr21	41888661	R	11	0.00	100.00
chr21.41888787	chr21	41888787	R	13	38.46	61.54
chr21.41892457	chr21	41892457	F	13	69.23	30.77
chr21.41892463	chr21	41892463	F	13	76.92	23.08
chr21.41892501	chr21	41892501	F	26	76.92	23.08
chr21.41892506	chr21	41892506	F	22	68.18	31.82
chr21.41892517	chr21	41892517	F	21	100.00	0.00
chr21.41892531	chr21	41892531	F	25	76.00	24.00
chr21.41892502	chr21	41892502	R	12	83.33	16.67
chr21.41892507	chr21	41892507	R	13	38.46	61.54
chr21.41892518	chr21	41892518	R	13	15.38	84.62
chr21.41892532	chr21	41892532	R	13	0.00	100.00
chr21.41895377	chr21	41895377	F	10	80.00	20.00
chr21.41895378	chr21	41895378	R	10	100.00	0.00
chr21.41895411	chr21	41895411	R	11	81.82	18.18
chr21.41908318	chr21	41908318	F	11	45.45	54.55
chr21.41908351	chr21	41908351	F	20	90.00	10.00
chr21.41908359	chr21	41908359	F	20	65.00	35.00
chr21.41908389	chr21	41908389	F	20	35.00	65.00
chr21.41908397	chr21	41908397	F	21	52.38	47.62
chr21.41908414	chr21	41908414	F	18	44.44	55.56
chr21.41908352	chr21	41908352	R	33	45.45	54.55
chr21.41908360	chr21	41908360	R	38	78.95	21.05
chr21.41908390	chr21	41908390	R	36	50.00	50.00
chr21.41908398	chr21	41908398	R	34	88.24	11.76
chr21.41908415	chr21	41908415	R	32	78.12	21.88
chr21.41908422	chr21	41908422	R	19	52.63	47.37
chr21.41911099	chr21	41911099	F	16	81.25	18.75
chr21.41911116	chr21	41911116	F	16	81.25	18.75
chr21.41911157	chr21	41911157	F	12	66.67	33.33
chr21.41911159	chr21	41911159	F	15	0.00	100.00
chr21.41911169	chr21	41911169	F	16	0.00	100.00
chr21.41911202	chr21	41911202	F	13	30.77	69.23
chr21.41911206	chr21	41911206	F	15	40.00	60.00
chr21.41911213	chr21	41911213	F	15	60.00	40.00
chr21.41911243	chr21	41911243	F	14	78.57	21.43
chr21.41911246	chr21	41911246	F	15	80.00	20.00
chr21.41911249	chr21	41911249	F	14	78.57	21.43
chr21.41911278	chr21	41911278	F	104	0.00	100.00
chr21.41911294	chr21	41911294	F	109	40.37	59.63
chr21.41911314	chr21	41911314	F	109	54.13	45.87
chr21.41911339	chr21	41911339	F	104	71.15	28.85
chr21.41911347	chr21	41911347	F	54	0.00	100.00
chr21.41911117	chr21	41911117	R	13	53.85	46.15
chr21.41911158	chr21	41911158	R	13	84.62	15.38
chr21.41911160	chr21	41911160	R	13	46.15	53.85
chr21.41911170	chr21	41911170	R	10	100.00	0.00
chr21.41911203	chr21	41911203	R	10	60.00	40.00
chr21.41911214	chr21	41911214	R	10	40.00	60.00
chr21.41911244	chr21	41911244	R	13	84.62	15.38
chr21.41911247	chr21	41911247	R	12	58.33	41.67
chr21.41911250	chr21	41911250	R	11	45.45	54.55
chr21.41911279	chr21	41911279	R	13	92.31	7.69
chr21.41931107	chr21	41931107	F	13	69.23	30.77
chr21.41931113	chr21	41931113	F	13	84.62	15.38
chr21.41931156	chr21	41931156	F	24	54.17	45.83
chr21.41931167	chr21	41931167	F	22	50.00	50.00
chr21.41931201	chr21	41931201	F	21	90.48	9.52
chr21.41931212	chr21	41931212	F	12	41.67	58.33
chr21.41931241	chr21	41931241	F	34	50.00	50.00
chr21.41931245	chr21	41931245	F	37	56.76	43.24
chr21.41931247	chr21	41931247	F	39	53.85	46.15
chr21.41931253	chr21	41931253	F	39	82.05	17.95
chr21.41931257	chr21	41931257	F	39	48.72	51.28
chr21.41931301	chr21	41931301	F	37	70.27	29.73
chr21.41931309	chr21	41931309	F	25	24.00	76.00
chr21.41931114	chr21	41931114	R	12	58.33	41.67
chr21.41931157	chr21	41931157	R	23	56.52	43.48
chr21.41931168	chr21	41931168	R	23	91.30	8.70
chr21.41931202	chr21	41931202	R	23	47.83	52.17
chr21.41931213	chr21	41931213	R	12	75.00	25.00
chr21.41931242	chr21	41931242	R	11	54.55	45.45
chr21.41931331	chr21	41931331	R	14	100.00	0.00
chr21.41931340	chr21	41931340	R	14	0.00	100.00
chr21.41931360	chr21	41931360	R	14	71.43	28.57
chr21.41945122	chr21	41945122	R	18	0.00	100.00
chr21.41945126	chr21	41945126	R	41	60.98	39.02
chr21.41945128	chr21	41945128	R	38	71.05	28.95
chr21.41945134	chr21	41945134	R	38	63.16	36.84
chr21.41945182	chr21	41945182	R	42	66.67	33.33
chr21.41945190	chr21	41945190	R	38	60.53	39.47
chr21.41949200	chr21	41949200	F	26	61.54	38.46
chr21.41949203	chr21	41949203	F	23	65.22	34.78
chr21.41949212	chr21	41949212	F	25	48.00	52.00
chr21.41949264	chr21	41949264	F	34	0.00	100.00
chr21.41949312	chr21	41949312	F	22	72.73	27.27
chr21.41949319	chr21	41949319	F	23	65.22	34.78
chr21.41949324	chr21	41949324	F	24	58.33	41.67
chr21.41949334	chr21	41949334	F	13	7.69	92.31
chr21.41949419	chr21	41949419	F	10	60.00	40.00
chr21.41949424	chr21	41949424	F	11	54.55	45.45
chr21.41949437	chr21	41949437	F	11	72.73	27.27
chr21.41949447	chr21	41949447	F	18	61.11	38.89
chr21.41949502	chr21	41949502	F	20	30.00	70.00
chr21.41949201	chr21	41949201	R	15	0.00	100.00
chr21.41949204	chr21	41949204	R	31	61.29	38.71
chr21.41949213	chr21	41949213	R	29	51.72	48.28
chr21.41949265	chr21	41949265	R	54	0.00	100.00
chr21.41949313	chr21	41949313	R	48	60.42	39.58
chr21.41949320	chr21	41949320	R	49	61.22	38.78
chr21.41949325	chr21	41949325	R	52	53.85	46.15
chr21.41949335	chr21	41949335	R	47	42.55	57.45
chr21.41949425	chr21	41949425	R	12	58.33	41.67
chr21.41949438	chr21	41949438	R	12	58.33	41.67
chr21.41949448	chr21	41949448	R	21	76.19	23.81
chr21.41949503	chr21	41949503	R	21	57.14	42.86
chr21.41949541	chr21	41949541	R	12	75.00	25.00
chr21.41983110	chr21	41983110	F	25	0.00	100.00
chr21.41983134	chr21	41983134	F	25	52.00	48.00
chr21.41983265	chr21	41983265	F	25	60.00	40.00
chr21.41983135	chr21	41983135	R	29	72.41	27.59
chr21.41983266	chr21	41983266	R	29	58.62	41.38
chr21.41983280	chr21	41983280	R	30	63.33	36.67
chr21.42048820	chr21	42048820	F	20	75.00	25.00
chr21.42048827	chr21	42048827	F	22	59.09	40.91
chr21.42048847	chr21	42048847	F	22	45.45	54.55
chr21.42048867	chr21	42048867	F	21	61.90	38.10
chr21.42048872	chr21	42048872	F	22	40.91	59.09
chr21.42048828	chr21	42048828	R	28	82.14	17.86
chr21.42048848	chr21	42048848	R	28	67.86	32.14
chr21.42048868	chr21	42048868	R	28	53.57	46.43
chr21.42048873	chr21	42048873	R	26	84.62	15.38
chr21.42048987	chr21	42048987	R	30	83.33	16.67
chr21.42055869	chr21	42055869	F	20	70.00	30.00
chr21.42055876	chr21	42055876	F	21	71.43	28.57
chr21.42055880	chr21	42055880	F	21	61.90	38.10
chr21.42055918	chr21	42055918	F	21	80.95	19.05
chr21.42055923	chr21	42055923	F	21	90.48	9.52
chr21.42055934	chr21	42055934	F	21	47.62	52.38
chr21.42055948	chr21	42055948	F	25	52.00	48.00
chr21.42056043	chr21	42056043	F	16	56.25	43.75
chr21.42056074	chr21	42056074	F	15	80.00	20.00
chr21.42056099	chr21	42056099	F	29	79.31	20.69
chr21.42056105	chr21	42056105	F	26	69.23	30.77
chr21.42056107	chr21	42056107	F	29	68.97	31.03
chr21.42055877	chr21	42055877	R	17	82.35	17.65
chr21.42055881	chr21	42055881	R	18	88.89	11.11
chr21.42055919	chr21	42055919	R	15	46.67	53.33
chr21.42055924	chr21	42055924	R	17	58.82	41.18
chr21.42055935	chr21	42055935	R	17	41.18	58.82
chr21.42055949	chr21	42055949	R	26	69.23	30.77
chr21.42056044	chr21	42056044	R	18	44.44	55.56
chr21.42056075	chr21	42056075	R	17	0.00	100.00
chr21.42056100	chr21	42056100	R	31	54.84	45.16
chr21.42056106	chr21	42056106	R	32	65.62	34.38
chr21.42056108	chr21	42056108	R	31	35.48	64.52
chr21.42056178	chr21	42056178	R	17	82.35	17.65
chr21.42060219	chr21	42060219	F	18	66.67	33.33
chr21.42060220	chr21	42060220	R	21	47.62	52.38
chr21.42060257	chr21	42060257	R	12	75.00	25.00
chr21.42060306	chr21	42060306	R	12	33.33	66.67
chr21.42067155	chr21	42067155	F	29	65.52	34.48
chr21.42067164	chr21	42067164	F	28	60.71	39.29
chr21.42067242	chr21	42067242	F	13	0.00	100.00
chr21.42067165	chr21	42067165	R	22	50.00	50.00
chr21.42067243	chr21	42067243	R	21	71.43	28.57
chr21.42077832	chr21	42077832	F	10	70.00	30.00
chr21.42077872	chr21	42077872	F	10	70.00	30.00
chr21.42078019	chr21	42078019	F	10	40.00	60.00
chr21.42078022	chr21	42078022	F	10	70.00	30.00
chr21.42100437	chr21	42100437	F	16	75.00	25.00
chr21.42100501	chr21	42100501	F	15	40.00	60.00
chr21.42100438	chr21	42100438	R	10	0.00	100.00
chr21.42100502	chr21	42100502	R	22	63.64	36.36
chr21.42100506	chr21	42100506	R	21	57.14	42.86
chr21.42103747	chr21	42103747	F	11	72.73	27.27
chr21.42103855	chr21	42103855	R	16	43.75	56.25
chr21.42103863	chr21	42103863	R	16	50.00	50.00
chr21.42129042	chr21	42129042	F	18	100.00	0.00
chr21.42143453	chr21	42143453	F	18	38.89	61.11
chr21.42143481	chr21	42143481	F	18	38.89	61.11
chr21.42143482	chr21	42143482	R	10	20.00	80.00
chr21.42143503	chr21	42143503	R	10	80.00	20.00
chr21.42144638	chr21	42144638	F	18	66.67	33.33
chr21.42144669	chr21	42144669	F	17	47.06	52.94
chr21.42144696	chr21	42144696	F	16	62.50	37.50
chr21.42144705	chr21	42144705	F	18	66.67	33.33
chr21.42144713	chr21	42144713	F	16	75.00	25.00
chr21.42144742	chr21	42144742	F	14	71.43	28.57
chr21.42144786	chr21	42144786	F	17	58.82	41.18
chr21.42144799	chr21	42144799	F	17	64.71	35.29
chr21.42144802	chr21	42144802	F	16	68.75	31.25
chr21.42144804	chr21	42144804	F	18	50.00	50.00
chr21.42144670	chr21	42144670	R	18	44.44	55.56
chr21.42144697	chr21	42144697	R	16	62.50	37.50
chr21.42144706	chr21	42144706	R	17	52.94	47.06
chr21.42144714	chr21	42144714	R	17	41.18	58.82
chr21.42144743	chr21	42144743	R	15	80.00	20.00
chr21.42144787	chr21	42144787	R	16	62.50	37.50
chr21.42144800	chr21	42144800	R	17	58.82	41.18
chr21.42144803	chr21	42144803	R	18	61.11	38.89
chr21.42144805	chr21	42144805	R	18	61.11	38.89
chr21.42144823	chr21	42144823	R	17	88.24	11.76
chr21.42161574	chr21	42161574	F	58	56.90	43.10
chr21.42161582	chr21	42161582	F	58	70.69	29.31
chr21.42161638	chr21	42161638	F	55	58.18	41.82
chr21.42161682	chr21	42161682	F	36	58.33	41.67
chr21.42161702	chr21	42161702	F	53	35.85	64.15
chr21.42161716	chr21	42161716	F	52	80.77	19.23
chr21.42161723	chr21	42161723	F	55	52.73	47.27
chr21.42161732	chr21	42161732	F	56	39.29	60.71
chr21.42161760	chr21	42161760	F	58	65.52	34.48
chr21.42161770	chr21	42161770	F	59	52.54	47.46
chr21.42161583	chr21	42161583	R	37	72.97	27.03
chr21.42161639	chr21	42161639	R	37	45.95	54.05
chr21.42161683	chr21	42161683	R	28	71.43	28.57
chr21.42161703	chr21	42161703	R	36	66.67	33.33
chr21.42161717	chr21	42161717	R	37	62.16	37.84
chr21.42161724	chr21	42161724	R	36	58.33	41.67
chr21.42161733	chr21	42161733	R	38	55.26	44.74
chr21.42161761	chr21	42161761	R	39	53.85	46.15
chr21.42161771	chr21	42161771	R	38	73.68	26.32
chr21.42161777	chr21	42161777	R	38	76.32	23.68
chr21.42189998	chr21	42189998	F	14	71.43	28.57
chr21.42190007	chr21	42190007	F	13	100.00	0.00
chr21.42190015	chr21	42190015	F	13	0.00	100.00
chr21.42190023	chr21	42190023	F	14	42.86	57.14
chr21.42190063	chr21	42190063	F	35	57.14	42.86
chr21.42190087	chr21	42190087	F	28	0.00	100.00
chr21.42190107	chr21	42190107	F	50	58.00	42.00
chr21.42190144	chr21	42190144	F	49	73.47	26.53
chr21.42190154	chr21	42190154	F	49	83.67	16.33
chr21.42190190	chr21	42190190	F	28	28.57	71.43
chr21.42190194	chr21	42190194	F	17	29.41	70.59
chr21.42190210	chr21	42190210	F	18	0.00	100.00
chr21.42190238	chr21	42190238	F	18	44.44	55.56
chr21.42190243	chr21	42190243	F	16	68.75	31.25
chr21.42190254	chr21	42190254	F	19	47.37	52.63
chr21.42190340	chr21	42190340	F	18	88.89	11.11
chr21.42190344	chr21	42190344	F	15	46.67	53.33
chr21.42190008	chr21	42190008	R	14	64.29	35.71
chr21.42190016	chr21	42190016	R	15	40.00	60.00
chr21.42190024	chr21	42190024	R	16	75.00	25.00
chr21.42190064	chr21	42190064	R	15	66.67	33.33
chr21.42190088	chr21	42190088	R	30	0.00	100.00
chr21.42190108	chr21	42190108	R	58	0.00	100.00
chr21.42190145	chr21	42190145	R	54	66.67	33.33
chr21.42190155	chr21	42190155	R	54	59.26	40.74
chr21.42190191	chr21	42190191	R	30	66.67	33.33
chr21.42190195	chr21	42190195	R	31	58.06	41.94
chr21.42190211	chr21	42190211	R	26	38.46	61.54
chr21.42190239	chr21	42190239	R	25	60.00	40.00
chr21.42190244	chr21	42190244	R	21	61.90	38.10
chr21.42190255	chr21	42190255	R	22	68.18	31.82
chr21.42190341	chr21	42190341	R	26	69.23	30.77
chr21.42190345	chr21	42190345	R	24	75.00	25.00
chr21.42190397	chr21	42190397	R	26	69.23	30.77
chr21.42193966	chr21	42193966	F	15	86.67	13.33
chr21.42194034	chr21	42194034	F	13	100.00	0.00
chr21.42194137	chr21	42194137	F	13	0.00	100.00
chr21.42194138	chr21	42194138	R	10	80.00	20.00
chr21.42194170	chr21	42194170	R	10	70.00	30.00
chr21.42194932	chr21	42194932	F	98	39.80	60.20
chr21.42194963	chr21	42194963	F	100	69.00	31.00
chr21.42195000	chr21	42195000	F	47	0.00	100.00
chr21.42194933	chr21	42194933	R	48	0.00	100.00
chr21.42194964	chr21	42194964	R	103	59.22	40.78
chr21.42195001	chr21	42195001	R	100	0.00	100.00
chr21.42196633	chr21	42196633	F	128	92.19	7.81
chr21.42196718	chr21	42196718	F	62	0.00	100.00
chr21.42196634	chr21	42196634	R	67	1.49	98.51
chr21.42196719	chr21	42196719	R	142	71.13	28.87
chr21.42197337	chr21	42197337	R	17	0.00	100.00
chr21.42197369	chr21	42197369	R	35	80.00	20.00
chr21.42197401	chr21	42197401	R	35	45.71	54.29
chr21.42197405	chr21	42197405	R	36	61.11	38.89
chr21.42206189	chr21	42206189	F	13	61.54	38.46
chr21.42206201	chr21	42206201	F	13	69.23	30.77
chr21.42206225	chr21	42206225	F	13	100.00	0.00
chr21.42206246	chr21	42206246	F	13	61.54	38.46
chr21.42206190	chr21	42206190	R	11	9.09	90.91
chr21.42206202	chr21	42206202	R	15	26.67	73.33
chr21.42206226	chr21	42206226	R	15	73.33	26.67
chr21.42206247	chr21	42206247	R	13	84.62	15.38
