chrBase	chr	base	strand	coverage	freqC	freqT
chr21.40485943	chr21	40485943	R	12	66.67	33.33
chr21.40488832	chr21	40488832	F	44	100.00	0.00
chr21.40488919	chr21	40488919	F	23	0.00	100.00
chr21.40488833	chr21	40488833	R	19	0.00	100.00
chr21.40488920	chr21	40488920	R	44	84.09	15.91
chr21.40498678	chr21	40498678	F	21	66.67	33.33
chr21.40498739	chr21	40498739	F	21	85.71	14.29
chr21.40498759	chr21	40498759	F	22	81.82	18.18
chr21.40498740	chr21	40498740	R	12	83.33	16.67
chr21.40498760	chr21	40498760	R	13	100.00	0.00
chr21.40498774	chr21	40498774	R	10	100.00	0.00
chr21.40510695	chr21	40510695	F	16	68.75	31.25
chr21.40510699	chr21	40510699	F	18	88.89	11.11
chr21.40510711	chr21	40510711	F	18	88.89	11.11
chr21.40510738	chr21	40510738	F	33	75.76	24.24
chr21.40510743	chr21	40510743	F	33	0.00	100.00
chr21.40510747	chr21	40510747	F	32	90.62	9.38
chr21.40510754	chr21	40510754	F	29	0.00	100.00
chr21.40510768	chr21	40510768	F	33	87.88	12.12
chr21.40510788	chr21	40510788	F	33	96.97	3.03
chr21.40510799	chr21	40510799	F	17	76.47	23.53
chr21.40510700	chr21	40510700	R	11	54.55	45.45
chr21.40510712	chr21	40510712	R	11	81.82	18.18
chr21.40510739	chr21	40510739	R	20	0.00	100.00
chr21.40510744	chr21	40510744	R	19	94.74	5.26
chr21.40510748	chr21	40510748	R	18	77.78	22.22
chr21.40510755	chr21	40510755	R	21	100.00	0.00
chr21.40510769	chr21	40510769	R	19	0.00	100.00
chr21.40510789	chr21	40510789	R	15	80.00	20.00
chr21.40510800	chr21	40510800	R	10	100.00	0.00
chr21.40510829	chr21	40510829	R	11	100.00	0.00
chr21.40524503	chr21	40524503	F	24	87.50	12.50
chr21.40524697	chr21	40524697	R	17	100.00	0.00
chr21.40528679	chr21	40528679	F	10	40.00	60.00
chr21.40529163	chr21	40529163	F	16	75.00	25.00
chr21.40529192	chr21	40529192	F	15	86.67	13.33
chr21.40529203	chr21	40529203	F	13	0.00	100.00
chr21.40529206	chr21	40529206	F	14	0.00	100.00
chr21.40529211	chr21	40529211	F	15	73.33	26.67
chr21.40529229	chr21	40529229	F	16	75.00	25.00
chr21.40529235	chr21	40529235	F	16	100.00	0.00
chr21.40529239	chr21	40529239	F	93	83.87	16.13
chr21.40529243	chr21	40529243	F	88	81.82	18.18
chr21.40529248	chr21	40529248	F	87	100.00	0.00
chr21.40529272	chr21	40529272	F	88	92.05	7.95
chr21.40529283	chr21	40529283	F	152	67.76	32.24
chr21.40529288	chr21	40529288	F	159	90.57	9.43
chr21.40529312	chr21	40529312	F	165	95.15	4.85
chr21.40529328	chr21	40529328	F	156	0.00	100.00
chr21.40529346	chr21	40529346	F	87	62.07	37.93
chr21.40529352	chr21	40529352	F	86	91.86	8.14
chr21.40529368	chr21	40529368	F	87	85.06	14.94
chr21.40529372	chr21	40529372	F	56	0.00	100.00
chr21.40529398	chr21	40529398	F	56	0.00	100.00
chr21.40529402	chr21	40529402	F	59	86.44	13.56
chr21.40529410	chr21	40529410	F	52	0.00	100.00
chr21.40529415	chr21	40529415	F	60	0.00	100.00
chr21.40529419	chr21	40529419	F	28	0.00	100.00
chr21.40529443	chr21	40529443	F	33	100.00	0.00
chr21.40529447	chr21	40529447	F	32	93.75	6.25
chr21.40529500	chr21	40529500	F	17	0.00	100.00
chr21.40529193	chr21	40529193	R	13	46.15	53.85
chr21.40529204	chr21	40529204	R	14	57.14	42.86
chr21.40529207	chr21	40529207	R	14	85.71	14.29
chr21.40529212	chr21	40529212	R	14	85.71	14.29
chr21.40529230	chr21	40529230	R	13	76.92	23.08
chr21.40529236	chr21	40529236	R	13	69.23	30.77
chr21.40529240	chr21	40529240	R	11	100.00	0.00
chr21.40529244	chr21	40529244	R	67	85.07	14.93
chr21.40529249	chr21	40529249	R	62	91.94	8.06
chr21.40529273	chr21	40529273	R	66	86.36	13.64
chr21.40529284	chr21	40529284	R	114	83.33	16.67
chr21.40529289	chr21	40529289	R	125	91.20	8.80
chr21.40529313	chr21	40529313	R	127	60.63	39.37
chr21.40529329	chr21	40529329	R	114	74.56	25.44
chr21.40529347	chr21	40529347	R	66	1.52	98.48
chr21.40529353	chr21	40529353	R	68	66.18	33.82
chr21.40529369	chr21	40529369	R	67	85.07	14.93
chr21.40529373	chr21	40529373	R	101	44.55	55.45
chr21.40529399	chr21	40529399	R	70	72.86	27.14
chr21.40529403	chr21	40529403	R	70	81.43	18.57
chr21.40529411	chr21	40529411	R	72	2.78	97.22
chr21.40529416	chr21	40529416	R	70	94.29	5.71
chr21.40529420	chr21	40529420	R	72	93.06	6.94
chr21.40542408	chr21	40542408	F	59	89.83	10.17
chr21.40542416	chr21	40542416	F	59	96.61	3.39
chr21.40542438	chr21	40542438	F	110	80.91	19.09
chr21.40542417	chr21	40542417	R	92	92.39	7.61
chr21.40542439	chr21	40542439	R	104	85.58	14.42
chr21.40542516	chr21	40542516	R	52	0.00	100.00
chr21.40555167	chr21	40555167	F	24	0.00	100.00
chr21.40555184	chr21	40555184	F	21	0.00	100.00
chr21.40555186	chr21	40555186	F	22	0.00	100.00
chr21.40555199	chr21	40555199	F	20	0.00	100.00
chr21.40555215	chr21	40555215	F	21	0.00	100.00
chr21.40555219	chr21	40555219	F	20	0.00	100.00
chr21.40555229	chr21	40555229	F	33	0.00	100.00
chr21.40555251	chr21	40555251	F	34	0.00	100.00
chr21.40555268	chr21	40555268	F	18	0.00	100.00
chr21.40555273	chr21	40555273	F	20	0.00	100.00
chr21.40555276	chr21	40555276	F	21	0.00	100.00
chr21.40555293	chr21	40555293	F	19	0.00	100.00
chr21.40555300	chr21	40555300	F	21	0.00	100.00
chr21.40555306	chr21	40555306	F	22	4.55	95.45
chr21.40555315	chr21	40555315	F	21	0.00	100.00
chr21.40555320	chr21	40555320	F	21	0.00	100.00
chr21.40555107	chr21	40555107	R	11	0.00	100.00
chr21.40555110	chr21	40555110	R	12	33.33	66.67
chr21.40555113	chr21	40555113	R	12	0.00	100.00
chr21.40555115	chr21	40555115	R	11	0.00	100.00
chr21.40555128	chr21	40555128	R	12	0.00	100.00
chr21.40555130	chr21	40555130	R	12	0.00	100.00
chr21.40555145	chr21	40555145	R	12	0.00	100.00
chr21.40555152	chr21	40555152	R	12	0.00	100.00
chr21.40555154	chr21	40555154	R	12	0.00	100.00
chr21.40555168	chr21	40555168	R	11	0.00	100.00
chr21.40555185	chr21	40555185	R	10	0.00	100.00
chr21.40555187	chr21	40555187	R	10	0.00	100.00
chr21.40555216	chr21	40555216	R	10	60.00	40.00
chr21.40555230	chr21	40555230	R	10	0.00	100.00
chr21.40555252	chr21	40555252	R	14	0.00	100.00
chr21.40555269	chr21	40555269	R	10	90.00	10.00
chr21.40555274	chr21	40555274	R	10	0.00	100.00
chr21.40555277	chr21	40555277	R	10	0.00	100.00
chr21.40555294	chr21	40555294	R	10	80.00	20.00
chr21.40555301	chr21	40555301	R	10	0.00	100.00
chr21.40555307	chr21	40555307	R	10	0.00	100.00
chr21.40555316	chr21	40555316	R	10	0.00	100.00
chr21.40555321	chr21	40555321	R	10	0.00	100.00
chr21.40555327	chr21	40555327	R	10	0.00	100.00
chr21.40555724	chr21	40555724	F	13	0.00	100.00
chr21.40555745	chr21	40555745	F	13	0.00	100.00
chr21.40555761	chr21	40555761	F	11	0.00	100.00
chr21.40555765	chr21	40555765	F	13	0.00	100.00
chr21.40555786	chr21	40555786	F	12	0.00	100.00
chr21.40555806	chr21	40555806	F	23	0.00	100.00
chr21.40555817	chr21	40555817	F	21	0.00	100.00
chr21.40555826	chr21	40555826	F	13	7.69	92.31
chr21.40555830	chr21	40555830	F	12	0.00	100.00
chr21.40555835	chr21	40555835	F	12	0.00	100.00
chr21.40555841	chr21	40555841	F	13	0.00	100.00
chr21.40555861	chr21	40555861	F	11	0.00	100.00
chr21.40555870	chr21	40555870	F	11	0.00	100.00
chr21.40555873	chr21	40555873	F	13	0.00	100.00
chr21.40555880	chr21	40555880	F	13	0.00	100.00
chr21.40555885	chr21	40555885	F	13	7.69	92.31
chr21.40555746	chr21	40555746	R	14	0.00	100.00
chr21.40555762	chr21	40555762	R	15	0.00	100.00
chr21.40555766	chr21	40555766	R	14	0.00	100.00
chr21.40555787	chr21	40555787	R	15	46.67	53.33
chr21.40555807	chr21	40555807	R	28	0.00	100.00
chr21.40555818	chr21	40555818	R	26	0.00	100.00
chr21.40555827	chr21	40555827	R	14	0.00	100.00
chr21.40555831	chr21	40555831	R	16	0.00	100.00
chr21.40555836	chr21	40555836	R	15	0.00	100.00
chr21.40555842	chr21	40555842	R	15	0.00	100.00
chr21.40555862	chr21	40555862	R	16	0.00	100.00
chr21.40555871	chr21	40555871	R	15	0.00	100.00
chr21.40555874	chr21	40555874	R	16	0.00	100.00
chr21.40555881	chr21	40555881	R	16	0.00	100.00
chr21.40555886	chr21	40555886	R	16	0.00	100.00
chr21.40555890	chr21	40555890	R	16	0.00	100.00
chr21.40586985	chr21	40586985	F	18	0.00	100.00
chr21.40587006	chr21	40587006	F	31	0.00	100.00
chr21.40587027	chr21	40587027	F	33	0.00	100.00
chr21.40587041	chr21	40587041	F	35	80.00	20.00
chr21.40587088	chr21	40587088	F	17	29.41	70.59
chr21.40587007	chr21	40587007	R	41	0.00	100.00
chr21.40587028	chr21	40587028	R	37	0.00	100.00
chr21.40587042	chr21	40587042	R	42	0.00	100.00
chr21.40587089	chr21	40587089	R	22	63.64	36.36
chr21.40587093	chr21	40587093	R	22	77.27	22.73
chr21.40618726	chr21	40618726	F	30	0.00	100.00
chr21.40618734	chr21	40618734	F	30	0.00	100.00
chr21.40618746	chr21	40618746	F	29	79.31	20.69
chr21.40618774	chr21	40618774	F	30	0.00	100.00
chr21.40618896	chr21	40618896	F	29	0.00	100.00
chr21.40618918	chr21	40618918	F	29	0.00	100.00
chr21.40618735	chr21	40618735	R	30	53.33	46.67
chr21.40618747	chr21	40618747	R	31	87.10	12.90
chr21.40618775	chr21	40618775	R	26	0.00	100.00
chr21.40618897	chr21	40618897	R	29	65.52	34.48
chr21.40618919	chr21	40618919	R	32	0.00	100.00
chr21.40618929	chr21	40618929	R	30	0.00	100.00
chr21.40627058	chr21	40627058	F	12	0.00	100.00
chr21.40627062	chr21	40627062	F	12	0.00	100.00
chr21.40627116	chr21	40627116	F	11	72.73	27.27
chr21.40627134	chr21	40627134	F	12	0.00	100.00
chr21.40627206	chr21	40627206	F	12	0.00	100.00
chr21.40627210	chr21	40627210	F	12	83.33	16.67
chr21.40627252	chr21	40627252	F	11	63.64	36.36
chr21.40627063	chr21	40627063	R	12	0.00	100.00
chr21.40627117	chr21	40627117	R	11	45.45	54.55
chr21.40627135	chr21	40627135	R	10	0.00	100.00
chr21.40627207	chr21	40627207	R	12	0.00	100.00
chr21.40627211	chr21	40627211	R	11	45.45	54.55
chr21.40627253	chr21	40627253	R	12	41.67	58.33
chr21.40627263	chr21	40627263	R	12	0.00	100.00
chr21.40631377	chr21	40631377	F	16	0.00	100.00
chr21.40631425	chr21	40631425	F	31	0.00	100.00
chr21.40631475	chr21	40631475	F	19	42.11	57.89
chr21.40631503	chr21	40631503	F	27	51.85	48.15
chr21.40631508	chr21	40631508	F	28	0.00	100.00
chr21.40631426	chr21	40631426	R	38	0.00	100.00
chr21.40631476	chr21	40631476	R	36	0.00	100.00
chr21.40631504	chr21	40631504	R	20	60.00	40.00
chr21.40631509	chr21	40631509	R	35	2.86	97.14
chr21.40631620	chr21	40631620	R	36	0.00	100.00
chr21.40637207	chr21	40637207	F	13	0.00	100.00
chr21.40637211	chr21	40637211	F	13	0.00	100.00
chr21.40637223	chr21	40637223	F	14	0.00	100.00
chr21.40637258	chr21	40637258	F	13	0.00	100.00
chr21.40637265	chr21	40637265	F	11	0.00	100.00
chr21.40637212	chr21	40637212	R	16	0.00	100.00
chr21.40637224	chr21	40637224	R	16	0.00	100.00
chr21.40637259	chr21	40637259	R	16	0.00	100.00
chr21.40637266	chr21	40637266	R	15	0.00	100.00
chr21.40637275	chr21	40637275	R	15	86.67	13.33
chr21.40653612	chr21	40653612	F	25	0.00	100.00
chr21.40653662	chr21	40653662	F	50	0.00	100.00
chr21.40653708	chr21	40653708	F	46	0.00	100.00
chr21.40653663	chr21	40653663	R	30	0.00	100.00
chr21.40653709	chr21	40653709	R	27	0.00	100.00
chr21.40653719	chr21	40653719	R	16	62.50	37.50
chr21.40658601	chr21	40658601	F	14	0.00	100.00
chr21.40658675	chr21	40658675	F	24	83.33	16.67
chr21.40658682	chr21	40658682	F	26	0.00	100.00
chr21.40658691	chr21	40658691	F	24	87.50	12.50
chr21.40658719	chr21	40658719	F	14	0.00	100.00
chr21.40658731	chr21	40658731	F	14	0.00	100.00
chr21.40658676	chr21	40658676	R	38	26.32	73.68
chr21.40658683	chr21	40658683	R	37	0.00	100.00
chr21.40658692	chr21	40658692	R	37	0.00	100.00
chr21.40658720	chr21	40658720	R	20	55.00	45.00
chr21.40658732	chr21	40658732	R	20	0.00	100.00
chr21.40658736	chr21	40658736	R	20	0.00	100.00
chr21.40665217	chr21	40665217	R	11	0.00	100.00
chr21.40665276	chr21	40665276	R	10	0.00	100.00
chr21.40681525	chr21	40681525	F	12	91.67	8.33
chr21.40681546	chr21	40681546	F	12	0.00	100.00
chr21.40681608	chr21	40681608	R	40	0.00	100.00
chr21.40681612	chr21	40681612	R	81	0.00	100.00
chr21.40681620	chr21	40681620	R	81	0.00	100.00
chr21.40681624	chr21	40681624	R	85	0.00	100.00
chr21.40681644	chr21	40681644	R	81	0.00	100.00
chr21.40681668	chr21	40681668	R	80	0.00	100.00
chr21.40681676	chr21	40681676	R	83	72.29	27.71
chr21.40684644	chr21	40684644	F	81	0.00	100.00
chr21.40684649	chr21	40684649	F	78	0.00	100.00
chr21.40684661	chr21	40684661	F	78	0.00	100.00
chr21.40684682	chr21	40684682	F	79	0.00	100.00
chr21.40684687	chr21	40684687	F	58	0.00	100.00
chr21.40684696	chr21	40684696	F	15	0.00	100.00
chr21.40684698	chr21	40684698	F	17	64.71	35.29
chr21.40684711	chr21	40684711	F	18	100.00	0.00
chr21.40684717	chr21	40684717	F	14	85.71	14.29
chr21.40684724	chr21	40684724	F	16	50.00	50.00
chr21.40684731	chr21	40684731	F	18	44.44	55.56
chr21.40684740	chr21	40684740	F	12	0.00	100.00
chr21.40684983	chr21	40684983	F	10	0.00	100.00
chr21.40684987	chr21	40684987	F	12	0.00	100.00
chr21.40685110	chr21	40685110	F	67	68.66	31.34
chr21.40685113	chr21	40685113	F	73	0.00	100.00
chr21.40685116	chr21	40685116	F	72	0.00	100.00
chr21.40685131	chr21	40685131	F	74	62.16	37.84
chr21.40685140	chr21	40685140	F	74	79.73	20.27
chr21.40685146	chr21	40685146	F	73	0.00	100.00
chr21.40685150	chr21	40685150	F	77	77.92	22.08
chr21.40685152	chr21	40685152	F	73	65.75	34.25
chr21.40685158	chr21	40685158	F	70	81.43	18.57
chr21.40685173	chr21	40685173	F	77	0.00	100.00
chr21.40685180	chr21	40685180	F	73	0.00	100.00
chr21.40685185	chr21	40685185	F	74	0.00	100.00
chr21.40685191	chr21	40685191	F	75	50.67	49.33
chr21.40685194	chr21	40685194	F	74	56.76	43.24
chr21.40685204	chr21	40685204	F	50	14.00	86.00
chr21.40685208	chr21	40685208	F	20	0.00	100.00
chr21.40685229	chr21	40685229	F	19	68.42	31.58
chr21.40685328	chr21	40685328	F	33	0.00	100.00
chr21.40685334	chr21	40685334	F	33	0.00	100.00
chr21.40685342	chr21	40685342	F	36	0.00	100.00
chr21.40685353	chr21	40685353	F	34	0.00	100.00
chr21.40685359	chr21	40685359	F	35	0.00	100.00
chr21.40685361	chr21	40685361	F	36	0.00	100.00
chr21.40685370	chr21	40685370	F	32	3.12	96.88
chr21.40685375	chr21	40685375	F	35	0.00	100.00
chr21.40685388	chr21	40685388	F	16	0.00	100.00
chr21.40685421	chr21	40685421	F	36	0.00	100.00
chr21.40685425	chr21	40685425	F	36	61.11	38.89
chr21.40685427	chr21	40685427	F	37	83.78	16.22
chr21.40685432	chr21	40685432	F	35	0.00	100.00
chr21.40685439	chr21	40685439	F	38	0.00	100.00
chr21.40685445	chr21	40685445	F	36	0.00	100.00
chr21.40685449	chr21	40685449	F	37	0.00	100.00
chr21.40685453	chr21	40685453	F	36	83.33	16.67
chr21.40685457	chr21	40685457	F	35	60.00	40.00
chr21.40685462	chr21	40685462	F	35	100.00	0.00
chr21.40685471	chr21	40685471	F	36	0.00	100.00
chr21.40685473	chr21	40685473	F	35	2.86	97.14
chr21.40685476	chr21	40685476	F	33	0.00	100.00
chr21.40685487	chr21	40685487	F	31	0.00	100.00
chr21.40685495	chr21	40685495	F	12	0.00	100.00
chr21.40685512	chr21	40685512	F	12	0.00	100.00
chr21.40685514	chr21	40685514	F	13	0.00	100.00
chr21.40685516	chr21	40685516	F	13	0.00	100.00
chr21.40685519	chr21	40685519	F	13	46.15	53.85
chr21.40685522	chr21	40685522	F	13	46.15	53.85
chr21.40685525	chr21	40685525	F	12	0.00	100.00
chr21.40685528	chr21	40685528	F	12	58.33	41.67
chr21.40685531	chr21	40685531	F	13	76.92	23.08
chr21.40685534	chr21	40685534	F	12	58.33	41.67
chr21.40685537	chr21	40685537	F	13	0.00	100.00
chr21.40685545	chr21	40685545	F	13	0.00	100.00
chr21.40685549	chr21	40685549	F	12	41.67	58.33
chr21.40685551	chr21	40685551	F	12	0.00	100.00
chr21.40685554	chr21	40685554	F	13	0.00	100.00
chr21.40685563	chr21	40685563	F	25	0.00	100.00
chr21.40685566	chr21	40685566	F	25	0.00	100.00
chr21.40685572	chr21	40685572	F	18	0.00	100.00
chr21.40685574	chr21	40685574	F	23	43.48	56.52
chr21.40685595	chr21	40685595	F	11	0.00	100.00
chr21.40685597	chr21	40685597	F	12	0.00	100.00
chr21.40685604	chr21	40685604	F	13	84.62	15.38
chr21.40685620	chr21	40685620	F	13	61.54	38.46
chr21.40685622	chr21	40685622	F	11	0.00	100.00
chr21.40685629	chr21	40685629	F	11	81.82	18.18
chr21.40685639	chr21	40685639	F	12	0.00	100.00
chr21.40685872	chr21	40685872	F	28	0.00	100.00
chr21.40685878	chr21	40685878	F	29	0.00	100.00
chr21.40685884	chr21	40685884	F	29	82.76	17.24
chr21.40685886	chr21	40685886	F	28	0.00	100.00
chr21.40685902	chr21	40685902	F	49	0.00	100.00
chr21.40685910	chr21	40685910	F	52	0.00	100.00
chr21.40685913	chr21	40685913	F	53	0.00	100.00
chr21.40685920	chr21	40685920	F	53	0.00	100.00
chr21.40685940	chr21	40685940	F	54	0.00	100.00
chr21.40685942	chr21	40685942	F	54	70.37	29.63
chr21.40685948	chr21	40685948	F	54	64.81	35.19
chr21.40685959	chr21	40685959	F	52	0.00	100.00
chr21.40685964	chr21	40685964	F	51	0.00	100.00
chr21.40685966	chr21	40685966	F	51	0.00	100.00
chr21.40685981	chr21	40685981	F	28	0.00	100.00
chr21.40685985	chr21	40685985	F	28	0.00	100.00
chr21.40686020	chr21	40686020	F	63	1.59	98.41
chr21.40686024	chr21	40686024	F	64	0.00	100.00
chr21.40686039	chr21	40686039	F	97	0.00	100.00
chr21.40686049	chr21	40686049	F	121	0.00	100.00
chr21.40686053	chr21	40686053	F	119	63.87	36.13
chr21.40686065	chr21	40686065	F	115	0.00	100.00
chr21.40686070	chr21	40686070	F	117	0.00	100.00
chr21.40686105	chr21	40686105	F	117	0.00	100.00
chr21.40686108	chr21	40686108	F	114	0.00	100.00
chr21.40686110	chr21	40686110	F	117	0.00	100.00
chr21.40686117	chr21	40686117	F	93	58.06	41.94
chr21.40686129	chr21	40686129	F	60	68.33	31.67
chr21.40686132	chr21	40686132	F	64	0.00	100.00
chr21.40686136	chr21	40686136	F	25	0.00	100.00
chr21.40686142	chr21	40686142	F	26	57.69	42.31
chr21.40686144	chr21	40686144	F	27	0.00	100.00
chr21.40686155	chr21	40686155	F	28	0.00	100.00
chr21.40686164	chr21	40686164	F	27	62.96	37.04
chr21.40686174	chr21	40686174	F	26	69.23	30.77
chr21.40686180	chr21	40686180	F	14	0.00	100.00
chr21.40686318	chr21	40686318	F	16	0.00	100.00
chr21.40686323	chr21	40686323	F	12	0.00	100.00
chr21.40684645	chr21	40684645	R	35	0.00	100.00
chr21.40684650	chr21	40684650	R	75	68.00	32.00
chr21.40684662	chr21	40684662	R	75	49.33	50.67
chr21.40684683	chr21	40684683	R	74	0.00	100.00
chr21.40684688	chr21	40684688	R	87	0.00	100.00
chr21.40684697	chr21	40684697	R	22	0.00	100.00
chr21.40684699	chr21	40684699	R	22	0.00	100.00
chr21.40684712	chr21	40684712	R	21	66.67	33.33
chr21.40684718	chr21	40684718	R	19	0.00	100.00
chr21.40684725	chr21	40684725	R	22	0.00	100.00
chr21.40684732	chr21	40684732	R	21	0.00	100.00
chr21.40684741	chr21	40684741	R	22	90.91	9.09
chr21.40684776	chr21	40684776	R	15	0.00	100.00
chr21.40684794	chr21	40684794	R	15	73.33	26.67
chr21.40684819	chr21	40684819	R	12	0.00	100.00
chr21.40684839	chr21	40684839	R	12	0.00	100.00
chr21.40685111	chr21	40685111	R	29	0.00	100.00
chr21.40685114	chr21	40685114	R	54	0.00	100.00
chr21.40685117	chr21	40685117	R	51	0.00	100.00
chr21.40685132	chr21	40685132	R	53	1.89	98.11
chr21.40685141	chr21	40685141	R	56	67.86	32.14
chr21.40685147	chr21	40685147	R	57	56.14	43.86
chr21.40685151	chr21	40685151	R	52	82.69	17.31
chr21.40685153	chr21	40685153	R	54	3.70	96.30
chr21.40685159	chr21	40685159	R	56	0.00	100.00
chr21.40685174	chr21	40685174	R	57	0.00	100.00
chr21.40685181	chr21	40685181	R	55	0.00	100.00
chr21.40685186	chr21	40685186	R	53	50.94	49.06
chr21.40685192	chr21	40685192	R	52	0.00	100.00
chr21.40685195	chr21	40685195	R	56	58.93	41.07
chr21.40685205	chr21	40685205	R	57	0.00	100.00
chr21.40685209	chr21	40685209	R	20	70.00	30.00
chr21.40685230	chr21	40685230	R	20	0.00	100.00
chr21.40685258	chr21	40685258	R	20	0.00	100.00
chr21.40685329	chr21	40685329	R	24	0.00	100.00
chr21.40685335	chr21	40685335	R	47	0.00	100.00
chr21.40685343	chr21	40685343	R	48	79.17	20.83
chr21.40685354	chr21	40685354	R	42	69.05	30.95
chr21.40685360	chr21	40685360	R	45	33.33	66.67
chr21.40685362	chr21	40685362	R	46	0.00	100.00
chr21.40685371	chr21	40685371	R	46	0.00	100.00
chr21.40685376	chr21	40685376	R	45	0.00	100.00
chr21.40685389	chr21	40685389	R	46	4.35	95.65
chr21.40685422	chr21	40685422	R	18	0.00	100.00
chr21.40685426	chr21	40685426	R	34	0.00	100.00
chr21.40685428	chr21	40685428	R	34	0.00	100.00
chr21.40685433	chr21	40685433	R	35	0.00	100.00
chr21.40685440	chr21	40685440	R	35	5.71	94.29
chr21.40685446	chr21	40685446	R	32	0.00	100.00
chr21.40685450	chr21	40685450	R	36	55.56	44.44
chr21.40685454	chr21	40685454	R	34	0.00	100.00
chr21.40685458	chr21	40685458	R	34	0.00	100.00
chr21.40685463	chr21	40685463	R	36	0.00	100.00
chr21.40685472	chr21	40685472	R	33	0.00	100.00
chr21.40685474	chr21	40685474	R	35	0.00	100.00
chr21.40685477	chr21	40685477	R	34	0.00	100.00
chr21.40685488	chr21	40685488	R	34	0.00	100.00
chr21.40685564	chr21	40685564	R	10	60.00	40.00
chr21.40685567	chr21	40685567	R	11	0.00	100.00
chr21.40685879	chr21	40685879	R	35	0.00	100.00
chr21.40685885	chr21	40685885	R	36	2.78	97.22
chr21.40685887	chr21	40685887	R	36	0.00	100.00
chr21.40685903	chr21	40685903	R	68	0.00	100.00
chr21.40685911	chr21	40685911	R	68	0.00	100.00
chr21.40685914	chr21	40685914	R	68	0.00	100.00
chr21.40685921	chr21	40685921	R	69	0.00	100.00
chr21.40685941	chr21	40685941	R	72	76.39	23.61
chr21.40685943	chr21	40685943	R	67	0.00	100.00
chr21.40685949	chr21	40685949	R	71	0.00	100.00
chr21.40685960	chr21	40685960	R	66	0.00	100.00
chr21.40685965	chr21	40685965	R	70	0.00	100.00
chr21.40685967	chr21	40685967	R	69	0.00	100.00
chr21.40685982	chr21	40685982	R	37	62.16	37.84
chr21.40685986	chr21	40685986	R	37	0.00	100.00
chr21.40685991	chr21	40685991	R	37	0.00	100.00
chr21.40686025	chr21	40686025	R	57	0.00	100.00
chr21.40686040	chr21	40686040	R	88	0.00	100.00
chr21.40686050	chr21	40686050	R	104	66.35	33.65
chr21.40686054	chr21	40686054	R	104	0.00	100.00
chr21.40686066	chr21	40686066	R	106	0.00	100.00
chr21.40686071	chr21	40686071	R	107	71.03	28.97
chr21.40686106	chr21	40686106	R	102	0.98	99.02
chr21.40686109	chr21	40686109	R	98	53.06	46.94
chr21.40686111	chr21	40686111	R	100	54.00	46.00
chr21.40686118	chr21	40686118	R	91	65.93	34.07
chr21.40686130	chr21	40686130	R	56	73.21	26.79
chr21.40686133	chr21	40686133	R	58	0.00	100.00
chr21.40686137	chr21	40686137	R	71	0.00	100.00
chr21.40686143	chr21	40686143	R	28	0.00	100.00
chr21.40686145	chr21	40686145	R	28	0.00	100.00
chr21.40686156	chr21	40686156	R	30	73.33	26.67
chr21.40686165	chr21	40686165	R	30	60.00	40.00
chr21.40686175	chr21	40686175	R	29	0.00	100.00
chr21.40686181	chr21	40686181	R	33	60.61	39.39
chr21.40686319	chr21	40686319	R	12	58.33	41.67
chr21.40686324	chr21	40686324	R	16	50.00	50.00
chr21.40687015	chr21	40687015	F	89	69.66	30.34
chr21.40687025	chr21	40687025	F	92	61.96	38.04
chr21.40687047	chr21	40687047	F	90	67.78	32.22
chr21.40687071	chr21	40687071	F	92	0.00	100.00
chr21.40687079	chr21	40687079	F	90	0.00	100.00
chr21.40687083	chr21	40687083	F	47	0.00	100.00
chr21.40687016	chr21	40687016	R	47	0.00	100.00
chr21.40687026	chr21	40687026	R	97	0.00	100.00
chr21.40687048	chr21	40687048	R	95	69.47	30.53
chr21.40687072	chr21	40687072	R	98	0.00	100.00
chr21.40687080	chr21	40687080	R	95	0.00	100.00
chr21.40687084	chr21	40687084	R	96	82.29	17.71
chr21.40692988	chr21	40692988	F	53	0.00	100.00
chr21.40693096	chr21	40693096	F	50	40.00	60.00
chr21.40693136	chr21	40693136	F	28	0.00	100.00
chr21.40693227	chr21	40693227	F	15	0.00	100.00
chr21.40693097	chr21	40693097	R	34	2.94	97.06
chr21.40693137	chr21	40693137	R	46	0.00	100.00
chr21.40693228	chr21	40693228	R	23	0.00	100.00
chr21.40699701	chr21	40699701	F	13	0.00	100.00
chr21.40699784	chr21	40699784	F	11	0.00	100.00
chr21.40707615	chr21	40707615	F	25	0.00	100.00
chr21.40707655	chr21	40707655	F	45	0.00	100.00
chr21.40707675	chr21	40707675	F	45	53.33	46.67
chr21.40707689	chr21	40707689	F	48	0.00	100.00
chr21.40707705	chr21	40707705	F	44	0.00	100.00
chr21.40707733	chr21	40707733	F	24	0.00	100.00
chr21.40707548	chr21	40707548	R	16	0.00	100.00
chr21.40707580	chr21	40707580	R	28	0.00	100.00
chr21.40707600	chr21	40707600	R	30	0.00	100.00
chr21.40707604	chr21	40707604	R	31	0.00	100.00
chr21.40707616	chr21	40707616	R	29	51.72	48.28
chr21.40707656	chr21	40707656	R	77	0.00	100.00
chr21.40707676	chr21	40707676	R	81	0.00	100.00
chr21.40707690	chr21	40707690	R	80	67.50	32.50
chr21.40707706	chr21	40707706	R	81	0.00	100.00
chr21.40707734	chr21	40707734	R	46	0.00	100.00
chr21.40707750	chr21	40707750	R	47	0.00	100.00
